name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Paulo Oliveira,"0.00,0.04,0.00","0.00,0.00,0.00","0.00,0.04,0.00","0.00,0.04,0.00","0,1,0","0.36,0.52,0.00","0.08,0.17,0.00","0,0,0","0,0,0","681,545,66","964,788,123","5,2,1","341,262,43","335,281,22","4,6,1","0.16,0.26,0.25","0.04,0.00,0.00","49,34,6","25,15,3","41,28,7","171,183,27","51,58,12","37,38,5","12,11,1","1,3,2","3261,2814,284","19,20,2","65,80,17","334,271,68"
Yoel,"[None, '0.00', None]","[None, '0.00', None]","[None, '0.00', None]","[None, '0.00', None]",,,,,,"10,44,48","26,97,93","0,0,0","0,10,5","10,34,43","0,0,0","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0,0,0","0,0,0","1,0,2","1,0,0","0,0,1","0,0,0","0,0,0","169,237,261","0,0,1","0,0,0","12,19,17"
Unai Dufur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unai Arietaleanizbeaskoa,0.00,0.00,0.00,0.00,,,,,,1,1,0,1,0,0,0.00,0.00,0,0,0,1,1,0,0,0,3,0,0,0
Miguel Atienza,"0.00,0.00","0.00,0.00","0.00,0.00","0.00,0.00","0,0","3.00,4.09","0.00,0.00","0,0","0,0","10,2","14,3","0,0","8,2","2,0","1,0","3.00,0.00","0.00,0.00","1,1","1,0","1,2","15,14","4,3","2,0","1,0","0,0","56,5","2,0","2,1","2,1"
Eñaut Mendía,0.00,0.00,0.00,0.00,0,1.48,0.00,0,0,5,11,0,3,2,0,0.00,0.00,2,1,2,10,2,1,1,0,51,3,0,5
Damian Kądzior,"0.31,0.40,0.00","0.00,0.00,0.00","0.31,0.40,0.00","0.31,0.40,0.00","6,10,0","[None, None, '1.82']","[None, None, '0.00']","[None, None, '0']","0,0,0","[None, None, '22']","[None, None, '38']","[None, None, '1']","[None, None, '20']","[None, None, '1']","[None, None, '1']","[None, None, '0.91']","[None, None, '0.00']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '12']","[None, None, '3']","[None, None, '0']","[None, None, '0']","[None, None, '2']","[None, None, '143']","[None, None, '4']","[None, None, '0']","[None, None, '10']"
Juan Peñaloza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quique,"0.50,0.00,0.00","0.06,0.18,0.00","0.44,0.18,0.00","0.38,0.00,0.00","16,0,0","[None, '1.65', '2.40']","[None, '0.18', '1.20']","[None, '0', '0']","4,0,0","[None, '88', '16']","[None, '124', '22']","[None, '5', '0']","[None, '71', '14']","[None, '12', '2']","[None, '14', '0']","[None, '2.57', '0.00']","[None, '0.37', '0.00']","[None, '2', '0']","[None, '2', '0']","[None, '2', '0']","[None, '115', '12']","[None, '48', '3']","[None, '7', '3']","[None, '1', '0']","[None, '3', '1']","[None, '519', '70']","[None, '10', '2']","[None, '21', '4']","[None, '18', '5']"
Sergi Enrich,"0.24,0.05,0.00","0.14,0.19,0.00","0.38,0.24,0.00","0.24,0.05,0.00","7,1,0","2.44,1.45,1.22","0.59,0.29,0.00","0,0,0","0,0,0","683,377,15","926,527,22","25,19,1","605,320,13","53,38,1","56,19,1","1.95,0.92,1.22","0.42,0.24,0.00","30,21,1","26,17,1","30,13,0","638,446,18","177,137,6","25,30,1","4,4,0","23,9,2","2695,1309,76","65,60,1","127,100,3","156,105,6"
Gastón Silva,"0.00,0.00,0.00","0.00,0.06,0.00","0.00,0.06,0.00","0.00,0.00,0.00","0,0,0","0.79,0.89,0.00","0.32,0.13,0.00","[None, None, '0']","0,0,0","[None, None, '3']","[None, None, '4']","[None, None, '0']","[None, None, '3']","[None, None, '0']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '2']","13,29,2","[None, None, '2']","[None, None, '5']","[None, None, '3']","[None, None, '1']","[None, None, '1']","[None, None, '0']","[None, None, '43']","11,6,0","[None, None, '0']","[None, None, '0']"
Dani Escriche,"0.32,0.00,0.00","0.11,0.25,0.00","0.43,0.25,0.00","0.32,0.00,0.00","3,0,0","1.49,1.84,0.00","0.64,0.86,0.00","[None, None, '0']","0,0,0","[None, None, '5']","[None, None, '5']","[None, None, '0']","[None, None, '5']","[None, None, '0']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '0']","7,2,0","[None, None, '0']","[None, None, '1']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '40']","32,25,1","[None, None, '0']","[None, None, '0']"
José Salinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudio Medina,"['0.00', None]","['0.00', None]","['0.00', None]","['0.00', None]",0,2.03,0.23,[None],0,,,,,,,,,,,,,,,,,,15,[None],[None]
Luisinho,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.53,0.66,0.00","0.18,0.33,0.00","['0', None, '0']","0,0,0","['209', None, '9']","['245', None, '12']","['1', None, '0']","['175', None, '8']","['33', None, '1']","['6', None, '1']","['1.07', None, '6.92']","['0.00', None, '0.00']","['15', None, '0']","9,36,0","['18', None, '0']","['46', None, '4']","['17', None, '2']","['9', None, '0']","['1', None, '0']","['5', None, '0']","['1209', None, '8']","8,46,0","['0', None, '0']","['36', None, '2']"
Kevin Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Fernández,"['0.00', '0.00', None]","['0.00', '0.00', None]","['0.00', '0.00', None]","['0.00', '0.00', None]",,,,,,,,,,,,,,,,,,,,,,,"[None, None, '1']","[None, None, None]","[None, None, None]"
Ignacio Pastor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mourad El Ghezouani,"['0.00', None]","['0.00', None]","['0.00', None]","['0.00', None]",,,,,,,,,,,,,,,,,,,,,,,1,[None],[None]
César,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonatan Carmona Alamo,"['0.00', None]","['0.00', None]","['0.00', None]","['0.00', None]",,,,,,,,,,,,,,,,,,,,,,,4,[None],[None]
Edu Expósito,"0.07,0.16,0.00","0.14,0.04,0.24","0.21,0.16,0.24","0.07,0.12,0.00","2,4,0","[None, '1.28', '0.96']","[None, '0.62', '0.24']","[None, '0', '0']","0,1,0","[None, '759', '125']","[None, '933', '166']","[None, '8', '3']","[None, '557', '91']","[None, '194', '31']","[None, '42', '10']","[None, '1.63', '2.40']","[None, '0.12', '0.24']","[None, '56', '9']","[None, '41', '7']","[None, '58', '8']","[None, '480', '62']","[None, '148', '20']","[None, '28', '4']","[None, '6', '0']","[None, '26', '3']","[None, '3970', '801']","[None, '29', '6']","[None, '46', '5']","[None, '310', '51']"
Kelechi Nwakali,"[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '0', '0']","[None, '1.19', '0.00']","[None, '0.00', '0.00']","[None, None, '0']","[None, '0', '0']","[None, None, '7']","[None, None, '7']","[None, None, '0']","[None, None, '5']","[None, None, '2']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '1']","[None, '5', '1']","[None, None, '0']","[None, None, '4']","[None, None, '1']","[None, None, '1']","[None, None, '0']","[None, None, '2']","[None, None, '36']","[None, '4', '2']","[None, None, '0']","[None, None, '2']"
Joaquín Muñoz,"0.12,0.00,0.00","0.12,0.00,0.00","0.24,0.00,0.00","0.12,0.00,0.00","1,0,0","1.35,0.00,2.20","0.49,0.00,2.20","[None, None, '0']","0,0,0","[None, None, '12']","[None, None, '19']","[None, None, '0']","[None, None, '12']","[None, None, '0']","[None, None, '2']","[None, None, '4.39']","[None, None, '0.00']","[None, None, '0']","11,0,0","[None, None, '0']","[None, None, '15']","[None, None, '2']","[None, None, '1']","[None, None, '0']","[None, None, '3']","[None, None, '207']","15,0,2","[None, None, '1']","[None, None, '4']"
Sergio Gómez,"[None, '0.05', '0.00']","[None, '0.14', '0.00']","[None, '0.19', '0.00']","[None, '0.05', '0.00']","0,1,0","0.00,1.78,1.91","0.00,0.58,0.00","['0', None, '0']","0,0,0","['6', None, '19']","['6', None, '28']","['0', None, '0']","['3', None, '15']","['3', None, '4']","['1', None, '0']","['12.86', None, '0.00']","['0.00', None, '0.00']","['0', None, '3']","0,27,2","['0', None, '1']","['0', None, '9']","['0', None, '3']","['0', None, '0']","['0', None, '0']","['0', None, '2']","['24', None, '132']","0,25,0","['0', None, '0']","['0', None, '2']"
Eugeni Valderrama,"0.31,0.15,0.00","0.15,0.10,0.00","0.35,0.24,0.00","0.19,0.15,0.00","8,3,0","[None, '1.90', '0.00']","[None, '0.68', '0.00']","[None, None, '0']","3,0,0","[None, None, '52']","[None, None, '58']","[None, None, '0']","[None, None, '37']","[None, None, '15']","[None, None, '4']","[None, None, '4.44']","[None, None, '0.00']","[None, None, '1']","[None, '16', '1']","[None, None, '1']","[None, None, '11']","[None, None, '5']","[None, None, '2']","[None, None, '0']","[None, None, '1']","[None, None, '285']","[None, '19', '0']","[None, None, '1']","[None, None, '6']"
Kike,"0.21,0.25,0.49","0.00,0.05,0.00","0.21,0.31,0.49","0.21,0.25,0.49","3,5,2","2.91,2.90,2.23","1.18,0.92,0.99","0,0,1","0,0,0","281,327,73","406,487,115","15,18,8","239,279,53","27,30,12","32,32,11","2.22,1.63,2.72","0.00,0.15,0.25","6,11,4","4,6,4","9,12,4","288,323,77","79,97,31","24,17,5","2,2,1","11,8,5","1679,2321,490","31,48,7","51,108,23","61,92,21"
Takashi Inui,"0.22,0.09,0.00","0.00,0.14,0.00","0.22,0.23,0.00","0.22,0.09,0.00","2,2,0","1.74,1.74,1.83","0.54,0.51,0.23","0,0,0","0,0,0","188,436,84","255,591,123","7,8,3","160,372,66","21,56,15","12,45,10","1.30,2.07,2.29","0.22,0.18,0.00","12,28,8","6,17,6","18,42,7","197,413,68","44,101,28","7,33,0","1,5,0","11,18,7","1887,4391,1057","7,31,5","4,15,4","60,143,21"
Jaime Seoane,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.72,2.50,2.06","0.10,2.50,0.41","[None, None, '0']","0,0,0","[None, None, '79']","[None, None, '102']","[None, None, '0']","[None, None, '47']","[None, None, '32']","[None, None, '5']","[None, None, '2.06']","[None, None, '0.00']","[None, None, '6']","18,0,4","[None, None, '5']","[None, None, '54']","[None, None, '12']","[None, None, '3']","[None, None, '1']","[None, None, '3']","[None, None, '656']","34,0,7","[None, None, '2']","[None, None, '25']"
Mikel Rico,"0.00,0.20,0.00","0.00,0.14,0.00","0.00,0.33,0.00","0.00,0.20,0.00","0,7,0","1.12,1.39,2.02","0.37,0.50,0.40","['0', None, '0']","0,0,0","['72', None, '74']","['92', None, '90']","['1', None, '1']","['60', None, '59']","['11', None, '14']","['3', None, '8']","['1.12', None, '3.23']","['0.00', None, '0.00']","['2', None, '2']","1,22,2","['6', None, '5']","['62', None, '31']","['11', None, '8']","['4', None, '4']","['2', None, '0']","['1', None, '4']","['358', None, '485']","5,29,3","['6', None, '2']","['30', None, '28']"
Borja García,"0.03,0.16,0.00","0.10,0.10,0.00","0.14,0.26,0.00","0.03,0.16,0.00","1,5,0","0.92,2.25,1.34","0.45,0.74,0.00","['0', None, '0']","0,0,0","['1102', None, '90']","['1350', None, '99']","['16', None, '0']","['886', None, '72']","['200', None, '18']","['67', None, '8']","['2.29', None, '3.58']","['0.21', None, '0.00']","['41', None, '5']","27,21,3","['50', None, '1']","['579', None, '25']","['139', None, '9']","['38', None, '0']","['3', None, '0']","['43', None, '4']","['6909', None, '535']","19,28,1","['15', None, '0']","['238', None, '12']"
Juan Carlos,"0.29,0.20,0.00","0.15,0.05,0.43","0.41,0.24,0.43","0.26,0.20,0.00","10,4,0","[None, '2.45', '0.87']","[None, '0.83', '0.00']","[None, None, '0']","1,0,0","[None, None, '51']","[None, None, '64']","[None, None, '0']","[None, None, '46']","[None, None, '5']","[None, None, '7']","[None, None, '3.04']","[None, None, '0.43']","[None, None, '4']","[None, '16', '3']","[None, None, '6']","[None, None, '69']","[None, None, '16']","[None, None, '5']","[None, None, '0']","[None, None, '2']","[None, None, '742']","[None, '39', '10']","[None, None, '4']","[None, None, '14']"
Pablo Maffeo,"0.00,0.00,0.51","0.00,0.07,0.00","0.00,0.07,0.51","0.00,0.00,0.51","0,0,1","0.60,0.53,1.01","0.15,0.21,0.51","['0', None, '0']","0,0,0","['215', None, '75']","['299', None, '100']","['5', None, '1']","['166', None, '57']","['44', None, '17']","['13', None, '1']","['1.96', None, '0.51']","['0.00', None, '0.00']","['12', None, '3']","10,44,2","['12', None, '1']","['109', None, '21']","['34', None, '14']","['19', None, '3']","['4', None, '1']","['13', None, '0']","['1392', None, '492']","4,27,2","['4', None, '4']","['68', None, '22']"
Pedro López Muñoz,"0.00,0.00,0.00","0.19,0.06,0.00","0.19,0.06,0.00","0.00,0.00,0.00","0,0,0","0.39,0.25,0.00","0.19,0.06,0.00","['0', None, '0']","0,0,0","['195', None, '77']","['244', None, '95']","['1', None, '0']","['161', None, '62']","['33', None, '15']","['13', None, '2']","['2.52', None, '1.20']","['0.39', None, '0.00']","['6', None, '4']","4,9,3","['6', None, '1']","['76', None, '16']","['18', None, '5']","['9', None, '5']","['1', None, '3']","['7', None, '2']","['1128', None, '354']","7,20,2","['1', None, '1']","['51', None, '12']"
Pablo Insua,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.12,0.00,0.50","0.12,0.00,0.00","['0', None, '0']","0,0,0","['198', None, '65']","['250', None, '73']","['3', None, '1']","['112', None, '35']","['83', None, '29']","['1', None, '2']","['0.12', None, '1.00']","['0.00', None, '0.00']","['17', None, '4']","10,5,2","['13', None, '5']","['90', None, '25']","['27', None, '9']","['4', None, '1']","['2', None, '1']","['1', None, '3']","['1010', None, '290']","16,11,5","['21', None, '6']","['76', None, '14']"
Rafa Mir,"0.00,0.77,0.00","0.41,0.09,0.00","0.41,0.68,0.00","0.00,0.60,0.00","0,9,0","5.39,4.17,2.65","0.83,1.62,0.53","[None, None, '1']","0,2,0","[None, None, '38']","[None, None, '66']","[None, None, '2']","[None, None, '31']","[None, None, '5']","[None, None, '4']","[None, None, '1.06']","[None, None, '0.00']","[None, None, '4']","1,2,2","[None, None, '5']","[None, None, '60']","[None, None, '17']","[None, None, '5']","[None, None, '0']","[None, None, '1']","[None, None, '581']","6,27,7","[None, None, '13']","[None, None, '16']"
Javi Galán,"0.00,0.05,0.00","0.12,0.05,0.00","0.12,0.10,0.00","0.00,0.05,0.00","0,1,0","0.06,0.30,0.00","0.00,0.15,0.00","['0', None, '0']","0,0,0","['421', None, '197']","['627', None, '248']","['7', None, '0']","['345', None, '166']","['69', None, '31']","['30', None, '6']","['1.87', None, '1.20']","['0.19', None, '0.00']","['67', None, '15']","38,57,7","['57', None, '13']","['356', None, '80']","['110', None, '19']","['37', None, '9']","['1', None, '0']","['23', None, '10']","['3807', None, '1254']","15,41,19","['13', None, '6']","['139', None, '48']"
Diego Bri,"['0.00', None]","['0.00', None]","['0.00', None]","['0.00', None]",,,,,,,,,,,,,,,,,,,,,,,0,[None],[None]
Dimitris Siovas,"['0.00', None, '0.25']","['0.00', None, '0.00']","['0.00', None, '0.25']","['0.00', None, '0.25']","1,0,1","0.64,0.61,1.00","0.12,0.19,0.75","0,0,0","0,0,0","1052,594,209","1448,834,259","12,7,1","698,368,133","342,219,75","23,12,2","0.70,0.56,0.50","0.03,0.09,0.00","58,40,5","36,25,2","58,29,3","287,194,23","85,74,12","39,31,4","15,3,1","22,9,2","5750,3064,1494","30,24,3","93,74,18","453,250,47"
Gerard Barri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinji Okazaki,"1.00,0.44,0.00","0.00,0.00,0.00","1.00,0.44,0.00","1.00,0.44,0.00","1,12,0","[None, '1.98', '1.72']","[None, '0.99', '0.00']","[None, None, '0']","0,0,0","[None, None, '46']","[None, None, '57']","[None, None, '0']","[None, None, '42']","[None, None, '4']","[None, None, '5']","[None, None, '1.23']","[None, None, '0.00']","[None, None, '1']","[None, '7', '1']","[None, None, '3']","[None, None, '81']","[None, None, '29']","[None, None, '4']","[None, None, '1']","[None, None, '2']","[None, None, '285']","[None, '55', '2']","[None, None, '7']","[None, None, '11']"
David Ferreiro,"0.04,0.03,0.00","0.12,0.30,0.23","0.16,0.34,0.23","0.04,0.03,0.00","1,1,0","1.46,1.21,1.37","0.47,0.40,0.69","['3', None, '0']","0,0,0","['645', None, '118']","['1033', None, '192']","['15', None, '1']","['481', None, '86']","['149', None, '31']","['77', None, '21']","['3.04', None, '4.81']","['0.16', None, '0.46']","['37', None, '7']","21,31,2","['70', None, '11']","['463', None, '80']","['108', None, '15']","['34', None, '11']","['2', None, '0']","['43', None, '2']","['7231', None, '1146']","42,52,10","['5', None, '1']","['195', None, '31']"
Jorge Pulido,"0.10,0.05,0.00","0.10,0.10,0.00","0.19,0.15,0.00","0.10,0.05,0.00","3,2,0","0.55,0.69,1.00","0.16,0.21,0.20","['0', None, '0']","0,0,0","['814', None, '258']","['1070', None, '293']","['8', None, '2']","['592', None, '178']","['214', None, '78']","['27', None, '2']","['0.87', None, '0.40']","['0.13', None, '0.00']","['63', None, '9']","33,21,6","['58', None, '8']","['318', None, '48']","['106', None, '21']","['48', None, '7']","['17', None, '3']","['7', None, '0']","['3650', None, '1426']","50,39,9","['47', None, '17']","['295', None, '56']"
Pedro Mosquera,"0.00,0.00,0.00","0.09,0.03,0.00","0.09,0.03,0.00","0.00,0.00,0.00","0,0,0","[None, '0.46', '0.60']","[None, '0.13', '0.20']","[None, None, '0']","0,0,0","[None, None, '231']","[None, None, '267']","[None, None, '4']","[None, None, '176']","[None, None, '51']","[None, None, '6']","[None, None, '1.20']","[None, None, '0.20']","[None, None, '11']","[None, '40', '8']","[None, None, '12']","[None, None, '95']","[None, None, '33']","[None, None, '8']","[None, None, '2']","[None, None, '2']","[None, None, '1107']","[None, '53', '12']","[None, None, '9']","[None, None, '66']"
Ramón Folch,"0.04,0.00,0.00","0.04,0.00,0.00","0.07,0.00,0.00","0.04,0.00,0.00","1,0,0","0.69,0.00,0.00","0.22,0.00,0.00","[None, '0', None]","0,0,0","[None, '0', None]","[None, '0', None]","[None, '0', None]","[None, '0', None]","[None, '0', None]","[None, '0', None]","[None, '0.00', None]","[None, '0.00', None]","[None, '0', None]","22,0,0","[None, '0', None]","[None, '0', None]","[None, '0', None]","[None, '0', None]","[None, '0', None]","[None, '0', None]","[None, '0', None]","34,0,0","[None, '0', None]","[None, '0', None]"
Cifu,"0.09,0.06,0.00","0.00,0.00,0.00","0.09,0.06,0.00","0.09,0.06,0.00","2,2,0","[None, '0.58', '0.00']","[None, '0.15', '0.00']","[None, None, '0']","0,0,0","[None, None, '7']","[None, None, '11']","[None, None, '0']","[None, None, '7']","[None, None, '0']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '1']","[None, '36', '1']","[None, None, '0']","[None, None, '8']","[None, None, '1']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '16']","[None, '48', '0']","[None, None, '1']","[None, None, '3']"
Pere Milla,"0.00,0.34,0.00","0.00,0.05,0.00","0.00,0.39,0.00","0.00,0.34,0.00","0,7,0","1.06,2.50,0.82","0.00,0.83,0.41","['0', None, '0']","0,0,0","['74', None, '41']","['127', None, '53']","['1', None, '2']","['65', None, '32']","['8', None, '7']","['6', None, '3']","['1.58', None, '1.23']","['0.00', None, '0.00']","['7', None, '6']","6,8,6","['5', None, '4']","['95', None, '74']","['36', None, '19']","['7', None, '7']","['1', None, '3']","['4', None, '4']","['554', None, '417']","7,29,3","['6', None, '0']","['17', None, '12']"
Dani Calvo,"0.05,0.03,0.00","0.00,0.03,0.00","0.05,0.05,0.00","0.05,0.03,0.00","1,1,0","[None, '0.55', '0.00']","[None, '0.11', '0.00']","[None, None, '0']","0,0,0","[None, None, '82']","[None, None, '106']","[None, None, '3']","[None, None, '56']","[None, None, '23']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '6']","[None, '18', '4']","[None, None, '6']","[None, None, '28']","[None, None, '11']","[None, None, '4']","[None, None, '2']","[None, None, '0']","[None, None, '402']","[None, '35', '2']","[None, None, '8']","[None, None, '15']"
Youssouf Koné,"['0.00', None, '0.00']","['0.00', None, '0.00']","['0.00', None, '0.00']","['0.00', None, '0.00']","0,0,0","0.26,0.33,0.00","0.00,0.00,0.00","0,0,0","0,0,0","858,561,19","1060,648,23","5,2,0","709,454,16","144,105,3","33,16,0","1.74,1.76,0.00","0.21,0.00,0.00","70,24,1","45,15,0","57,20,0","297,81,7","99,23,2","50,8,0","3,1,0","10,17,2","4483,2636,52","18,4,1","12,6,0","142,74,2"
Lucas Boyé,"0.47,0.00,0.51","0.08,0.00,0.00","0.55,0.00,0.51","0.47,0.00,0.51","6,0,1","[None, '2.62', '2.56']","[None, '0.46', '1.02']","[None, None, '0']","0,0,0","[None, None, '30']","[None, None, '40']","[None, None, '1']","[None, None, '27']","[None, None, '2']","[None, None, '2']","[None, None, '1.02']","[None, None, '0.51']","[None, None, '3']","[None, '13', '0']","[None, None, '3']","[None, None, '31']","[None, None, '2']","[None, None, '1']","[None, None, '0']","[None, None, '5']","[None, None, '217']","[None, '32', '8']","[None, None, '2']","[None, None, '14']"
Víctor Rodríguez,"0.16,0.00,0.00","0.24,0.00,0.00","0.32,0.00,0.00","0.08,0.00,0.00","2,0,0","1.93,0.94,0.00","0.64,0.24,0.00","['2', None, '0']","1,0,0","['444', None, '3']","['585', None, '4']","['6', None, '0']","['383', None, '2']","['55', None, '1']","['46', None, '0']","['3.71', None, '0.00']","['0.64', None, '0.00']","['22', None, '0']","10,6,0","['28', None, '1']","['252', None, '2']","['60', None, '0']","['16', None, '0']","['1', None, '0']","['20', None, '0']","['4650', None, '0']","8,5,0","['2', None, '1']","['78', None, '2']"
Juan Sánchez Miño,"0.00,0.05,0.00","0.00,0.10,0.00","0.00,0.15,0.00","0.00,0.05,0.00","0,1,0","0.45,0.95,0.00","0.13,0.35,0.00","[None, None, '0']","0,0,0","[None, None, '27']","[None, None, '32']","[None, None, '2']","[None, None, '23']","[None, None, '2']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '0']","29,39,0","[None, None, '1']","[None, None, '15']","[None, None, '3']","[None, None, '2']","[None, None, '0']","[None, None, '1']","[None, None, '95']","13,22,1","[None, None, '0']","[None, None, '4']"
Nino,"0.27,0.22,0.00","0.04,0.10,0.00","0.31,0.32,0.00","0.27,0.22,0.00","7,7,0","[None, '1.83', '0.00']","[None, '0.67', '0.00']","[None, None, '0']","0,0,0","[None, None, '10']","[None, None, '15']","[None, None, '0']","[None, None, '9']","[None, None, '1']","[None, None, '1']","[None, None, '1.48']","[None, None, '0.00']","[None, None, '0']","[None, '7', '0']","[None, None, '2']","[None, None, '3']","[None, None, '1']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '94']","[None, '17', '0']","[None, None, '1']","[None, None, '4']"
Omenuke Mfulu,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","[None, '0.60', '0.00']","[None, '0.00', '0.00']","[None, None, '0']","0,0,0","[None, None, '61']","[None, None, '73']","[None, None, '2']","[None, None, '46']","[None, None, '13']","[None, None, '1']","[None, None, '0.44']","[None, None, '0.00']","[None, None, '9']","[None, '14', '8']","[None, None, '3']","[None, None, '52']","[None, None, '18']","[None, None, '2']","[None, None, '1']","[None, None, '1']","[None, None, '189']","[None, '16', '4']","[None, None, '1']","[None, None, '14']"
