name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Rubén,0.00,0.00,0.00,0.00,,,,,,269,525,0,62,207,2,0.11,0.00,0,0,0,1,1,0,0,2,1618,0,0,100
Sofian Chakla,0.00,0.00,0.00,0.00,0,6.92,0.00,0,0,4,7,0,2,2,0,0.00,0.00,0,0,0,0,0,0,0,0,11,0,2,2
Asier Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Cardona,0.13,0.26,0.38,0.13,1,1.66,0.51,0,0,135,184,3,120,12,15,1.91,0.38,2,2,7,150,47,7,0,10,1350,8,9,30
Fede San Emeterio,0.00,0.00,0.00,0.00,0,0.43,0.00,0,0,124,159,3,97,24,1,0.21,0.00,7,3,12,82,32,9,0,1,290,8,6,51
Marc Bartra,0.11,0.04,0.14,0.11,3,0.75,0.18,0,0,1422,1637,21,943,458,12,0.43,0.04,62,37,37,339,112,59,27,13,6492,34,111,303
Takefusa Kubo,0.16,0.16,0.31,0.16,4,2.10,0.97,0,0,19,26,1,18,0,3,4.58,0.00,3,25,2,15,4,0,0,5,417,35,0,10
Carlos Bacca,0.26,0.13,0.39,0.26,2,2.22,0.78,0,0,101,133,0,88,13,12,1.57,0.26,3,1,7,84,21,5,0,6,664,8,7,26
Ramiro Funes Mori,0.00,0.00,0.00,0.00,0,0.60,0.00,0,0,224,270,1,135,88,4,0.79,0.00,4,1,2,34,11,8,3,1,1537,7,11,56
Jaume Costa,0.00,0.06,0.06,0.00,0,0.13,0.06,0,0,672,818,4,562,106,18,1.17,0.00,26,18,28,149,39,37,6,12,3065,20,18,98
Rubén Peña,0.09,0.09,0.19,0.09,2,0.28,0.14,0,0,1027,1313,15,801,211,29,1.37,0.19,48,32,53,400,111,51,8,22,5392,39,20,205
Alfonso Pedraza,0.07,0.00,0.07,0.07,1,1.00,0.47,0,0,595,770,8,503,84,26,1.73,0.00,33,20,32,195,63,38,6,20,3764,18,17,118
Manu Trigueros,0.12,0.23,0.29,0.06,2,1.40,0.52,2,1,784,918,15,598,171,61,3.55,0.35,31,21,48,414,102,30,11,13,3299,32,15,131
Samuel Chukwueze,0.13,0.09,0.22,0.13,3,2.23,0.49,0,0,553,750,11,419,123,96,4.28,0.62,18,15,21,347,97,29,1,60,7219,16,11,150
Vicente Iborra,0.03,0.07,0.10,0.03,1,0.65,0.10,0,0,1247,1446,20,879,348,25,0.85,0.10,60,41,61,462,117,51,19,10,3923,57,78,313
Pervis Estupiñán,0.03,0.15,0.18,0.03,1,0.62,0.31,0,0,146,188,2,120,24,7,2.18,0.31,7,6,5,43,18,6,0,1,808,1,3,36
Mario Gaspar,0.00,0.09,0.09,0.00,0,0.64,0.05,0,0,867,1092,5,734,128,31,1.42,0.14,41,20,41,277,80,49,12,3,2579,34,44,164
Francis Coquelin,0.00,0.00,0.00,0.00,0,0.47,0.05,0,0,885,984,12,672,201,17,0.80,0.09,34,24,31,284,79,30,10,21,3737,34,21,202
Pau Torres,0.06,0.03,0.09,0.06,2,0.00,0.00,0,0,261,293,1,155,105,1,0.20,0.00,2,2,3,28,15,12,4,5,1761,2,6,46
Paco Alcácer,0.39,0.10,0.49,0.39,4,2.44,0.78,1,0,181,230,6,156,19,16,1.56,0.29,4,2,12,146,43,10,2,4,782,4,8,40
Raúl Albiol,0.03,0.00,0.03,0.03,1,0.39,0.11,0,0,1619,1882,6,821,792,16,0.44,0.03,50,33,33,278,85,40,21,3,7874,30,78,338
Gerard Moreno,0.59,0.16,0.72,0.56,18,2.79,1.05,0,1,743,1027,18,544,181,92,3.02,0.56,17,14,48,392,90,30,4,61,5931,36,54,133
Arnau Tenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moi Gómez,0.19,0.16,0.35,0.19,5,1.44,0.54,1,0,921,1135,22,752,147,61,2.37,0.43,28,16,26,426,117,51,3,21,6108,22,10,181
Riqui Puig,0.00,0.35,0.35,0.00,0,0.00,0.00,0,0,394,433,13,306,75,20,3.53,0.35,10,1,18,148,29,4,0,14,2201,1,0,36
Iñaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Firpo,0.09,0.09,0.18,0.09,3,0.88,0.37,0,0,915,1132,15,785,115,34,1.58,0.19,37,27,30,287,79,49,2,23,4932,30,30,160
Daniel Parejo,0.24,0.09,0.18,0.09,8,0.86,0.30,18,5,1980,2398,28,1293,659,107,3.18,0.39,62,46,96,650,165,52,14,40,9096,24,15,326
Carles Aleñá,0.00,0.00,0.00,0.00,1,1.47,0.49,0,0,333,389,5,232,96,13,1.59,0.12,20,11,20,137,26,9,2,15,2297,9,4,55
Konrad De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafinha,0.00,0.00,0.00,0.00,4,1.36,0.43,0,0,1138,1317,35,897,206,62,2.64,0.26,76,53,53,508,161,50,7,56,7576,35,31,261
Alberto Soro,0.16,0.20,0.35,0.16,4,0.00,0.00,,0,,,,,,,,,,1,,,,,,,,1,,
Martin Braithwaite,0.22,0.00,0.22,0.22,6,1.86,0.74,1,0,269,390,8,231,30,42,1.95,0.23,15,9,11,303,70,21,3,32,2530,30,49,90
Germán Sánchez,0.08,0.00,0.08,0.08,2,0.93,0.46,0,0,66,91,0,40,26,0,0.00,0.00,0,0,1,10,2,2,0,1,300,2,5,21
Kenedy,0.00,0.57,0.57,0.00,1,2.15,0.46,0,0,133,201,8,101,24,18,2.76,0.46,11,8,3,111,30,9,1,19,1750,15,5,56
Fede Vico,0.21,0.10,0.21,0.10,2,0.00,0.00,0,1,11,15,1,7,3,0,0.00,0.00,3,2,0,12,2,1,0,0,144,1,0,4
Ángel Montoro,0.18,0.46,0.65,0.18,2,1.02,0.00,0,0,32,49,0,17,15,2,2.05,1.02,0,0,0,10,1,1,0,0,74,0,3,8
Víctor Díaz,0.03,0.16,0.19,0.03,1,0.97,0.97,0,0,49,71,0,32,17,3,2.90,0.00,2,1,5,9,3,2,0,0,124,2,3,13
Ramon Azeez,0.13,0.00,0.13,0.13,2,1.78,0.00,0,0,28,38,0,25,3,0,0.00,0.00,3,3,1,13,5,2,0,0,135,1,4,12
Jorge Molina,0.24,0.14,0.29,0.14,5,1.43,0.33,0,2,401,600,15,349,37,60,2.86,0.48,9,6,14,213,56,13,2,22,2450,34,73,104
Roberto Soldado,0.27,0.15,0.38,0.23,7,1.27,0.50,0,1,32,50,2,25,5,3,1.41,0.00,1,7,2,24,11,1,0,0,103,43,3,10
Luis Milla,0.24,0.18,0.28,0.09,8,1.09,0.82,,5,,,,,,,,,,2,,,,,,,,2,,
Maxime Gonalons,0.00,0.00,0.00,0.00,0,0.36,0.18,0,0,482,579,7,314,161,14,0.84,0.00,61,39,58,421,131,26,3,14,2687,36,39,179
Jesús Vallejo,0.00,0.00,0.00,0.00,0,0.14,0.00,0,0,174,222,0,94,80,1,0.14,0.00,4,2,6,61,20,9,5,1,778,6,6,41
Domingos Duarte,0.09,0.03,0.12,0.09,3,0.00,0.00,0,0,94,121,1,64,29,0,0.00,0.00,3,1,1,18,7,3,1,0,571,1,6,32
Yangel Herrera,0.08,0.11,0.19,0.08,2,1.29,0.15,0,0,714,942,12,537,165,46,1.75,0.34,81,56,65,744,196,57,9,21,3753,91,69,298
Darwin Machís,0.30,0.21,0.47,0.25,7,3.53,2.65,1,1,30,56,0,25,5,10,4.41,0.88,2,0,3,19,9,1,0,5,449,2,2,8
Antonio Puertas,0.25,0.11,0.35,0.25,7,1.20,0.30,0,0,70,101,2,63,5,5,1.50,0.00,2,1,5,39,13,4,1,8,752,3,8,23
Carlos Neva,0.00,0.04,0.04,0.00,0,0.33,0.00,0,0,96,126,3,74,19,3,1.00,0.33,0,0,0,21,8,8,0,1,325,2,3,22
Lucas Torró,0.00,0.00,0.00,0.00,0,1.90,0.00,0,0,150,174,3,115,32,4,1.09,0.00,12,8,12,73,24,7,1,2,540,6,18,65
Rui Silva,0.00,0.00,0.00,0.00,,,,,,93,145,1,43,49,0,0.00,0.00,0,0,0,0,0,0,0,0,317,0,0,23
Enric Gallego,0.31,0.00,0.31,0.31,3,2.15,0.72,0,0,148,258,8,129,11,22,2.25,0.31,10,6,5,173,48,9,2,6,557,34,85,35
Jony,0.00,0.08,0.08,0.00,0,0.76,0.08,0,0,441,640,10,312,119,29,2.22,0.23,17,11,27,177,49,26,2,11,2612,13,2,78
Unai García,0.17,0.00,0.17,0.17,1,0.00,0.00,0,0,14,21,0,8,6,0,0.00,0.00,3,1,2,9,4,0,0,0,95,0,0,12
Raúl Navas,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,218,271,1,132,85,3,0.38,0.00,15,11,14,67,29,19,5,5,1116,9,13,92
Kike Barja,0.00,0.29,0.29,0.00,0,1.07,0.00,0,0,20,30,0,18,2,1,1.07,1.07,1,1,2,20,7,0,0,1,224,1,3,12
Aritz Elustondo,0.00,0.06,0.06,0.00,0,0.48,0.06,0,0,802,935,2,571,229,10,0.60,0.18,31,13,26,140,39,28,9,2,4755,12,72,185
Aridane Hernández,0.10,0.00,0.10,0.10,3,0.00,0.00,0,0,46,55,0,27,19,1,0.50,0.00,0,0,0,7,0,2,0,0,131,3,10,33
Nacho Vidal,0.00,0.00,0.00,0.00,0,0.85,0.42,0,0,51,84,1,41,9,3,1.27,0.42,8,3,6,37,10,8,1,1,216,4,3,26
Roberto Torres,0.23,0.26,0.33,0.07,7,2.40,0.80,1,5,36,63,1,28,7,3,1.20,0.00,3,1,6,36,9,1,0,6,197,3,1,11
Juan Cruz Armada,0.03,0.24,0.27,0.03,1,0.00,0.00,,0,,,,,,,,,,2,,,,,,,,2,,
Facundo Roncaglia,0.07,0.00,0.07,0.07,1,0.21,0.14,0,0,452,585,4,286,162,9,0.63,0.00,29,18,22,149,53,30,5,15,2722,17,33,196
Jonathan Calleri,0.05,0.15,0.20,0.05,1,2.29,0.70,0,0,199,365,10,165,24,39,1.94,0.35,16,9,17,284,83,14,4,15,2188,47,112,73
Adrián López,0.12,0.00,0.06,0.06,2,1.12,0.44,0,1,44,61,2,38,4,3,1.29,0.43,1,6,1,14,2,2,0,3,347,9,8,14
Jon Moncayola,0.00,0.00,0.00,0.00,0,0.64,0.00,0,0,65,90,0,49,16,1,0.32,0.00,5,2,12,72,12,3,0,0,186,5,6,36
Iñigo Pérez,0.17,0.08,0.25,0.17,2,0.37,0.00,0,0,80,115,2,64,14,6,2.24,0.37,1,1,0,22,4,5,0,0,196,1,2,25
Ivan Šaponjić,,,,,0,15.00,0.00,,0,,,,,,,,,,0,,,,,,,,1,,
Ricard Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Herrera,0.00,0.00,0.00,0.00,,,,,,80,151,0,16,64,1,0.25,0.00,0,0,1,1,0,0,0,0,564,0,0,33
Oier Sanjurjo,0.08,0.04,0.12,0.08,2,0.00,0.00,0,0,82,127,5,61,16,3,0.78,0.26,4,2,8,68,22,7,1,1,339,9,7,57
Rubén García,0.33,0.08,0.37,0.29,8,0.76,0.51,0,1,74,132,3,54,17,8,2.03,0.00,7,5,6,46,13,4,0,8,528,6,6,23
Victor Mollejo,0.21,0.14,0.36,0.21,6,1.78,0.75,,0,,,,,,,,,,22,,,,,,,,50,,
Nehuén Pérez,,,,,1,0.40,0.04,,0,,,,,,,,,,,,,,,,,,26,,
Cristian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Opoku,0.00,0.00,0.00,0.00,0,0.26,0.05,,0,,,,,,,,,,,,,,,,,,22,,
Guillem Molina Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koba Koindredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Soler,0.09,0.00,0.09,0.09,2,0.78,0.22,0,0,582,745,13,476,93,33,1.44,0.26,28,17,40,430,112,30,5,16,3354,22,17,140
Jasper Cillessen,0.00,0.04,0.04,0.00,,,,,,102,115,2,65,35,0,0.00,0.00,0,0,0,0,0,0,0,0,285,0,0,15
Sergio Asenjo,0.00,0.00,0.00,0.00,,,,,,742,1039,2,379,361,3,0.09,0.03,0,0,1,1,1,0,0,1,1959,2,0,137
Rubén Sobrino,0.53,0.00,0.53,0.53,1,2.65,1.59,0,0,39,51,1,31,7,6,3.18,0.00,6,4,4,60,14,3,0,4,508,7,3,14
Sergiño Dest,0.00,0.00,0.00,0.00,0,2.34,0.00,,0,,,,,,,,,,2,,,,,,,,2,,
Toni Lato,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,3,4,0,2,1,0,0.00,0.00,0,0,0,4,1,0,0,0,5,1,0,1
Ousmane Dembélé,0.25,0.00,0.25,0.25,1,1.26,0.50,0,0,201,261,4,166,31,18,4.54,0.50,0,0,3,58,10,4,0,16,1926,1,1,21
Ronald Araújo,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,67,76,0,44,23,0,0.00,0.00,2,2,2,6,3,2,2,0,334,0,2,6
Francisco Trincão,0.46,0.34,0.80,0.46,8,2.63,1.09,,0,,,,,,,,,,15,,,,,,,,20,,
Pedri,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,3,,,,,,,,0,,
Denis Cheryshev,0.10,0.19,0.29,0.10,1,2.04,0.68,0,0,240,349,7,196,37,18,1.75,0.39,12,7,22,173,37,24,1,13,2139,23,10,74
Ansu Fati,1.35,0.00,1.35,1.35,3,2.25,1.80,0,0,100,120,3,96,1,9,4.05,0.90,4,1,3,35,8,4,0,10,944,3,1,9
Miralem Pjanić,0.12,0.24,0.36,0.12,3,0.83,0.20,8,0,1767,2014,44,1407,316,94,3.72,0.40,46,26,56,384,109,38,12,16,5427,39,18,261
Antoine Griezmann,0.32,0.14,0.46,0.32,9,1.94,0.81,0,0,935,1147,40,766,129,59,2.08,0.35,34,18,31,427,135,29,3,18,4279,10,24,128
Clément Lenglet,0.07,0.04,0.11,0.07,2,0.37,0.11,0,0,1989,2147,21,1366,602,14,0.52,0.11,50,38,29,282,122,44,19,5,9816,32,65,256
Sergi Roberto,0.04,0.08,0.12,0.04,1,0.35,0.12,0,0,1964,2132,46,1698,220,52,2.00,0.35,27,19,24,237,70,33,4,14,8868,18,22,217
Philippe Coutinho,0.51,0.38,0.83,0.45,8,3.57,1.66,2,1,709,867,13,559,137,78,4.98,0.77,28,25,16,235,92,14,2,45,4940,5,6,92
Jordi Alba,0.08,0.21,0.29,0.08,2,0.29,0.12,0,0,1864,2141,35,1600,229,45,1.85,0.21,25,14,30,231,68,40,5,10,6405,18,10,211
Sergio Busquets,0.07,0.07,0.14,0.07,2,0.36,0.14,0,0,2331,2584,56,1838,437,54,1.96,0.36,78,63,63,491,146,52,5,22,6947,46,40,351
Neto,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,55,62,0,41,14,1,0.50,0.00,0,0,0,0,0,0,0,0,116,0,0,6
Gerard Piqué,0.03,0.00,0.03,0.03,1,0.44,0.17,1,0,2469,2659,16,1647,806,12,0.35,0.03,37,22,29,244,83,66,26,9,13521,32,128,391
David García,0.00,0.00,0.00,0.00,0,0.25,0.00,0,0,73,136,1,40,32,1,0.25,0.00,3,1,2,40,10,8,2,0,311,9,31,77
Ivo Grbić,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Camello,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,2,5,0,1,1,0,0.00,0.00,1,1,0,4,0,0,0,0,14,0,1,0
Lionel Messi,0.78,0.66,1.28,0.62,25,4.81,1.97,43,5,1700,2142,38,1395,267,220,6.87,1.13,14,10,18,287,87,7,0,184,14619,20,6,127
Dimitri Foulquier,0.08,0.00,0.08,0.08,1,0.40,0.16,0,0,281,413,8,235,38,11,0.88,0.00,23,8,19,198,58,24,2,12,2153,20,13,113
Thomas Lemar,0.00,0.00,0.00,0.00,0,1.07,0.29,3,0,319,405,8,240,71,19,1.85,0.10,12,9,12,196,48,18,0,21,2607,7,9,77
Marcos Llorente,0.20,0.20,0.39,0.20,3,0.92,0.33,0,0,395,507,18,320,57,27,1.78,0.46,33,22,26,309,98,30,5,25,3237,24,15,125
Héctor Herrera,0.00,0.16,0.16,0.00,0,1.12,0.08,0,0,19,21,1,15,3,1,6.00,0.00,1,26,1,3,2,0,0,0,102,18,0,3
Vitolo,0.22,0.15,0.37,0.22,3,1.25,0.81,0,0,449,533,37,378,34,39,2.86,0.22,17,12,22,265,82,30,0,36,4037,26,12,106
Koke,0.13,0.17,0.30,0.13,4,0.77,0.30,0,0,1436,1752,63,1177,196,91,3.04,0.27,79,54,94,484,137,51,9,19,4744,23,28,291
Yannick Carrasco,0.14,0.29,0.43,0.14,1,2.42,0.86,0,0,59,70,2,50,7,8,5.95,0.00,3,7,2,21,8,3,0,7,611,8,0,11
Luis Suárez,0.72,0.36,1.04,0.68,16,3.51,1.89,1,1,529,697,18,436,75,73,3.29,0.77,3,2,8,191,48,13,1,25,2529,15,5,66
Mario Hermoso,0.00,0.00,0.00,0.00,0,0.22,0.15,0,0,511,642,4,344,163,7,0.52,0.00,13,9,19,90,25,16,4,3,2152,18,26,136
Diego Costa,0.33,0.27,0.47,0.20,5,2.20,0.53,0,2,260,366,11,213,36,28,1.87,0.33,10,9,10,200,59,14,3,15,1766,20,58,56
Ángel Correa,0.22,0.26,0.48,0.22,5,1.92,0.74,1,0,454,603,27,385,42,64,2.79,0.44,23,15,40,410,123,39,6,41,3619,26,16,147
Saúl Ñíguez,0.18,0.00,0.12,0.12,6,1.20,0.23,2,2,1376,1732,33,1097,246,50,1.46,0.06,98,65,91,602,192,102,17,24,6343,63,109,370
Renan Lodi,0.04,0.08,0.11,0.04,1,0.60,0.11,0,0,155,199,6,118,31,0,0.00,0.00,9,46,6,49,18,3,0,3,705,42,3,38
João Félix,0.31,0.05,0.36,0.31,6,3.30,0.93,1,0,95,115,9,75,11,10,3.83,0.77,1,4,2,30,8,0,0,10,691,33,5,13
Thomas Partey,0.11,0.00,0.11,0.11,3,1.09,0.28,1,0,1414,1704,38,1074,302,49,1.73,0.32,65,45,65,445,138,56,9,47,6825,48,59,384
Stefan Savić,0.00,0.00,0.00,0.00,0,0.09,0.05,0,0,864,1036,8,581,275,5,0.23,0.00,16,8,15,95,41,26,11,4,3550,15,60,244
Kieran Trippier,0.00,0.18,0.18,0.00,0,0.14,0.00,2,0,938,1309,14,721,203,69,3.14,0.36,49,28,61,240,73,47,7,14,3734,20,21,190
Jan Oblak,0.00,0.00,0.00,0.00,,,,,,558,960,3,179,376,2,0.05,0.00,0,0,0,1,0,0,0,1,2327,0,0,148
Alejandro Blanco,0.23,0.11,0.34,0.23,2,2.70,1.01,0,0,20,28,2,17,1,2,1.70,0.00,0,10,3,32,8,3,0,0,244,17,1,9
Uroš Račić,0.00,0.00,0.00,0.00,3,0.83,0.00,,0,,,,,,,,,,3,,,,,,,,1,,
Eliaquim Mangala,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,8,12,0,6,2,0,0.00,0.00,0,0,0,2,1,0,0,0,52,0,1,2
Manu Vallejo,0.43,0.00,0.43,0.43,2,1.94,1.94,0,0,32,44,0,26,6,1,0.65,0.00,2,1,5,40,4,0,0,2,286,1,1,4
Esquerdo,0.00,0.00,0.00,0.00,0,0.62,0.00,0,0,50,63,2,36,12,0,0.00,0.00,2,2,2,32,13,4,1,1,180,2,0,10
Yunus Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thierry Correia,0.00,0.00,0.00,0.00,0,0.35,0.00,0,0,65,97,0,48,17,2,0.91,0.00,8,5,1,42,13,6,1,4,344,3,0,21
Lee Kangin,0.40,0.00,0.40,0.40,2,2.18,0.79,0,0,188,239,4,149,35,13,2.58,0.40,3,2,5,113,28,3,0,9,1648,8,2,25
Gabriel Paulista,0.03,0.03,0.06,0.03,1,0.26,0.06,0,0,1520,1708,14,1014,492,6,0.19,0.03,16,9,23,117,41,49,30,6,7960,16,84,310
Jason,0.08,0.31,0.38,0.08,1,2.07,0.61,4,0,236,407,5,183,48,40,3.06,0.54,31,19,36,256,79,23,2,20,2228,24,15,109
Kévin Gameiro,0.34,0.11,0.46,0.34,6,1.08,0.57,0,0,331,436,12,289,30,30,1.71,0.34,15,12,17,348,72,13,0,22,2939,14,7,77
Hugo Guillamón,0.00,0.00,0.00,0.00,,,,,,121,140,1,75,45,0,0.00,0.00,2,1,1,23,2,4,3,0,565,5,11,20
José Luis Gayà,0.00,0.05,0.05,0.00,0,0.41,0.09,0,0,815,1039,9,642,164,21,0.95,0.14,43,24,40,249,76,33,8,31,5990,16,19,147
Mouctar Diakhaby,0.00,0.00,0.00,0.00,0,0.06,0.06,0,0,726,804,5,497,224,6,0.37,0.00,14,10,10,124,39,23,14,8,4279,17,35,136
Gonçalo Guedes,0.14,0.14,0.28,0.14,2,1.64,0.64,0,0,363,478,5,309,49,45,3.20,0.43,25,21,32,239,59,14,1,45,4371,16,4,84
Daniel Wass,0.03,0.20,0.23,0.03,1,0.53,0.13,0,0,1286,1601,23,1073,190,38,1.25,0.26,50,32,53,370,93,54,5,10,5548,29,46,240
Geoffrey Kondogbia,0.05,0.05,0.10,0.05,1,0.85,0.20,0,0,945,1114,18,664,263,18,0.90,0.05,66,47,51,460,131,41,10,16,5639,35,41,226
Maxi Gómez,0.38,0.08,0.46,0.38,9,1.64,0.80,0,0,255,393,8,204,43,30,1.26,0.13,11,7,6,275,64,12,2,5,1522,47,78,62
Kevin Vázquez,0.00,0.00,0.00,0.00,0,0.07,0.00,0,0,612,768,17,502,93,17,1.15,0.07,30,15,30,233,66,33,1,15,2529,22,19,138
Álvaro Vadillo,0.00,0.00,0.00,0.00,3,0.00,0.00,,1,,,,,,,,,,0,,,,,,,,0,,
Sergio Carreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raúl Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iago Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Pampín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Sáenz,0.00,0.00,0.00,0.00,4,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,7,,
David Juncà,0.00,0.00,0.00,0.00,0,0.26,0.05,0,0,838,1044,10,695,133,33,1.69,0.21,50,26,47,242,71,53,7,17,3905,26,18,140
Ante Palaversa,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Rubén Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frenkie de Jong,0.09,0.09,0.17,0.09,2,0.33,0.00,0,0,173,200,5,145,23,5,1.67,0.33,2,2,2,21,6,2,0,6,1104,1,3,28
Erick Cabaco,0.00,0.00,0.00,0.00,0,0.34,0.00,0,0,85,138,0,39,46,0,0.00,0.00,3,2,6,32,8,2,1,0,293,7,12,38
Chema,0.00,0.00,0.00,0.00,0,0.29,0.00,0,0,76,123,1,44,31,1,0.29,0.00,2,9,0,23,12,3,0,1,347,9,14,57
Francisco Portillo,0.00,0.48,0.48,0.00,0,0.72,0.24,0,0,120,167,5,97,18,14,3.35,0.72,11,5,11,96,32,5,0,9,839,10,3,33
Enes Ünal,0.23,0.08,0.23,0.15,6,2.19,0.88,2,2,423,621,13,351,59,57,2.19,0.27,20,12,20,470,100,24,6,26,3321,41,115,129
Cucho,0.30,0.06,0.36,0.30,5,2.72,0.85,0,0,315,448,18,253,44,42,2.54,0.36,19,11,15,259,61,20,2,33,3500,16,41,78
Jaime Mata,0.36,0.10,0.36,0.26,11,1.67,0.66,0,3,508,790,31,406,71,67,2.20,0.29,26,12,18,455,109,23,3,18,3007,85,101,140
David Timor,0.29,0.00,0.29,0.29,3,1.81,0.67,2,0,31,48,0,26,5,0,0.00,0.00,3,6,3,15,7,1,0,1,106,20,6,15
Mathías Olivera,0.00,0.05,0.05,0.00,0,0.29,0.05,0,0,544,894,12,459,73,20,0.96,0.14,68,38,50,367,127,46,3,20,2759,32,84,284
Ángel Rodríguez,0.64,0.19,0.77,0.58,10,3.13,1.47,0,1,197,315,8,158,31,35,2.24,0.38,15,12,12,301,80,11,1,15,2468,52,25,73
David Soria,0.00,0.00,0.00,0.00,,,,,,503,1130,0,58,445,5,0.13,0.00,0,0,2,3,0,0,0,0,3517,2,0,252
Damián Suárez,0.03,0.14,0.17,0.03,1,0.69,0.17,6,0,992,1515,16,745,231,75,2.60,0.31,69,49,78,493,154,45,1,23,3577,55,36,323
Nemanja Maksimović,0.06,0.00,0.06,0.06,2,0.99,0.34,0,0,534,730,45,377,112,37,1.15,0.09,53,34,55,698,206,47,9,8,2222,22,61,312
Allan Nyom,0.07,0.00,0.07,0.07,2,0.48,0.19,0,0,587,923,6,481,100,18,0.67,0.07,49,20,36,336,97,38,5,14,3526,62,39,200
Jean-Pierre Rhyner,0.14,0.00,0.14,0.14,1,0.41,0.14,,0,,,,,,,,,,,,,,,,,,,,
Xabier Etxeita,0.00,0.00,0.00,0.00,0,0.44,0.12,0,0,209,368,2,107,100,5,0.31,0.00,22,11,20,140,46,21,6,0,790,16,54,182
Mauro Arambarri,0.03,0.03,0.06,0.03,1,1.35,0.21,4,0,649,972,21,430,198,37,1.09,0.12,74,49,63,799,206,69,6,29,4738,79,63,447
Saturday Erimuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Baró Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Flere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djené,0.00,0.00,0.00,0.00,0,0.15,0.03,0,0,684,934,12,397,275,10,0.29,0.00,51,28,28,274,101,24,9,11,4037,42,97,458
Iván Alejo,0.08,0.15,0.23,0.08,1,3.05,0.76,,0,,,,,,,,,,0,,,,,,,,6,,
Jon Ander Garrido,0.05,0.05,0.10,0.05,1,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,0,,
Santi Mina,0.28,0.14,0.42,0.28,6,2.22,0.65,1,0,500,706,29,416,55,49,2.27,0.32,14,8,38,405,101,24,3,11,2907,45,88,115
Carlos Akapo,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,13,18,0,13,0,0,0.00,0.00,0,2,1,2,0,1,0,0,74,9,0,6
Jaume Doménech,0.00,0.00,0.00,0.00,,,,,,300,457,3,140,157,1,0.07,0.00,0,0,2,0,0,0,0,0,867,0,0,68
Álvaro Giménez,0.16,0.00,0.16,0.16,1,1.57,0.47,,0,,,,,,,,,,4,,,,,,,,30,,
Alberto Perea,0.20,0.08,0.28,0.20,5,8.00,0.00,,0,,,,,,,,,,1,,,,,,,,0,,
José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felipe,0.04,0.00,0.04,0.04,1,0.86,0.21,0,0,169,192,0,126,43,0,0.00,0.00,6,18,2,20,10,4,2,0,894,30,8,35
Fran Beltrán,0.05,0.00,0.05,0.05,1,0.69,0.20,0,0,781,881,12,601,168,29,1.43,0.00,34,24,27,358,110,19,1,17,4169,12,8,166
Brais Méndez,0.00,0.12,0.12,0.00,0,1.46,0.49,0,0,519,686,18,424,77,36,2.19,0.30,22,13,36,314,68,19,0,25,2999,28,25,113
