name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Miguel Baeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okay Yokuşlu,0.00,0.09,0.09,0.00,0,0.50,0.09,0,0,882,1064,32,716,134,13,0.59,0.14,38,26,29,267,81,22,8,23,4119,46,76,293
Néstor Araujo,0.03,0.06,0.09,0.03,1,0.37,0.09,0,0,1290,1482,11,832,447,7,0.22,0.09,47,27,32,217,71,43,22,1,7578,27,91,278
Jeison Murillo,0.06,0.00,0.06,0.06,1,0.53,0.35,0,0,618,700,3,397,218,2,0.12,0.00,37,17,29,152,48,21,10,1,2330,20,52,149
Denis Suárez,0.06,0.28,0.33,0.06,1,1.05,0.50,1,0,664,876,13,529,122,56,3.09,0.28,25,16,35,314,77,19,0,56,7117,21,3,111
Emre Mor,0.00,0.00,0.00,0.00,0,2.68,0.97,0,0,62,78,1,56,5,3,0.89,0.00,8,4,5,73,25,2,0,12,645,4,4,14
Iván Villar,0.00,0.00,0.00,0.00,,,,,,89,145,3,50,36,0,0.00,0.00,0,0,0,0,0,0,0,0,410,0,0,20
Nolito,0.56,0.28,0.56,0.28,2,1.67,1.11,2,1,115,164,2,84,29,15,4.17,0.56,6,4,3,73,22,6,1,1,671,10,0,29
Renato Tapia,0.00,0.00,0.00,0.00,0,0.23,0.00,,0,,,,,,,,,,8,,,,,,,,11,,
Joseph Aidoo,0.00,0.04,0.04,0.00,0,0.67,0.00,0,0,129,166,0,88,41,3,0.67,0.00,7,6,8,42,12,8,1,2,674,3,13,55
Marc Cucurella,0.03,0.14,0.17,0.03,1,0.86,0.17,2,0,939,1408,24,767,148,89,2.47,0.22,88,62,82,939,303,76,8,24,5590,78,49,375
Sergio González,0.00,0.00,0.00,0.00,0,1.00,0.00,,0,,,,,,,,,,0,,,,,,,,1,,
Lucas Olaza,0.03,0.09,0.11,0.03,1,0.54,0.14,7,0,1496,2012,18,1202,276,59,1.69,0.17,64,36,53,379,115,65,8,15,6210,26,37,295
Fali,0.04,0.00,0.04,0.04,1,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,2,,
David Gil,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,0,,,,,,,,0,,
Hugo Mallo,0.00,0.05,0.05,0.00,0,0.27,0.14,0,0,998,1301,11,805,182,28,1.28,0.09,63,28,50,292,79,53,7,8,3942,31,39,202
Jeremías Ledesma,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,0,,,,,,,,0,,
Yann Bodiger,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,6,,
Filip Malbašić,0.00,0.38,0.38,0.00,0,1.89,0.76,,0,,,,,,,,,,3,,,,,,,,6,,
Augusto Fernández,0.00,0.00,0.00,0.00,0,0.58,0.00,,0,,,,,,,,,,3,,,,,,,,8,,
Anthony Lozano,0.40,0.04,0.44,0.40,10,2.43,0.97,,0,,,,,,,,,,10,,,,,,,,91,,
Jorge Pombo,0.00,0.23,0.23,0.00,0,2.11,0.94,,0,,,,,,,,,,2,,,,,,,,15,,
Marcos Mauro López Gutiérrez,0.13,0.00,0.13,0.13,2,0.27,0.00,,0,,,,,,,,,,3,,,,,,,,3,,
Alberto Cifuentes,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,0,,,,,,,,0,,
Salvi,0.00,0.23,0.23,0.00,0,1.30,0.78,,0,,,,,,,,,,5,,,,,,,,3,,
Álvaro Negredo,0.39,0.39,0.78,0.39,1,1.96,1.57,,0,,,,,,,,,,2,,,,,,,,5,,
José Mari,0.05,0.05,0.09,0.05,1,1.02,0.34,,0,,,,,,,,,,5,,,,,,,,8,,
Jens Jønsson,0.03,0.03,0.07,0.03,1,0.78,0.10,,0,,,,,,,,,,23,,,,,,,,25,,
Isaac Carcelen,0.05,0.03,0.08,0.05,2,0.23,0.23,,0,,,,,,,,,,10,,,,,,,,1,,
Álex Fernández,0.34,0.16,0.29,0.13,13,0.25,0.00,,8,,,,,,,,,,4,,,,,,,,3,,
Javier Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandro Pozo Pozo,0.00,0.00,0.00,0.00,1,0.00,0.00,0,0,10,14,0,9,1,0,0.00,0.00,2,1,3,24,5,0,0,0,134,0,0,4
Tomáš Vaclík,0.00,0.00,0.00,0.00,,,,,,668,920,2,300,366,4,0.12,0.00,0,0,1,0,0,0,0,0,1777,0,0,158
Cala,0.08,0.04,0.11,0.08,2,0.22,0.00,,0,,,,,,,,,,3,,,,,,,,4,,
Óscar Rodríguez Arnaiz,0.42,0.09,0.42,0.33,9,2.73,1.27,14,2,548,804,19,405,124,68,3.20,0.24,20,10,45,356,76,35,0,42,5465,32,15,174
Bryan,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,24,28,3,21,0,2,2.77,0.00,1,1,2,18,4,0,0,3,277,1,0,4
Franco Vázquez,0.25,0.00,0.25,0.25,3,1.31,0.49,0,0,546,636,9,432,105,25,2.05,0.25,31,19,37,255,66,16,2,18,2452,32,30,138
Carlos Fernández,0.41,0.12,0.49,0.37,10,0.00,0.00,0,1,4,6,1,3,0,0,0.00,0.00,0,0,0,6,1,1,0,0,57,1,0,3
Sergi Gómez,0.00,0.00,0.00,0.00,0,0.38,0.00,0,0,434,486,2,272,160,5,0.63,0.00,7,4,4,47,19,11,4,1,1716,7,24,71
Óliver Torres,0.17,0.17,0.34,0.17,3,0.90,0.56,0,0,60,70,2,44,14,1,1.03,0.00,2,31,5,21,12,1,0,2,357,30,0,13
Jules Koundé,0.04,0.04,0.08,0.04,1,0.86,0.19,0,0,1284,1489,5,913,366,14,0.55,0.12,23,16,19,184,76,29,15,18,6119,21,105,249
Youssef En-Nesyri,0.45,0.00,0.45,0.45,4,2.37,0.90,0,0,103,157,2,90,11,6,0.68,0.00,8,6,9,193,53,8,2,6,858,16,37,27
Nemanja Gudelj,0.00,0.00,0.00,0.00,0,0.52,0.07,0,0,97,103,2,73,22,1,0.87,0.00,1,12,2,15,5,2,0,1,476,22,2,8
Fernando,0.07,0.10,0.17,0.07,2,0.47,0.20,0,0,103,109,1,83,19,2,1.00,0.00,6,44,2,29,10,3,0,1,462,39,3,16
Iago Aspas,0.39,0.08,0.33,0.25,14,2.15,0.86,11,5,998,1283,56,799,143,103,2.84,0.33,29,21,34,537,146,24,4,60,8804,25,24,160
Sergio Escudero,0.12,0.00,0.12,0.12,1,0.93,0.70,0,0,475,592,8,407,60,12,1.40,0.12,26,13,22,124,38,19,1,7,1703,11,21,99
Suso,0.11,0.11,0.23,0.11,1,1.61,0.80,2,0,294,392,5,235,54,34,3.90,0.46,7,2,15,82,26,4,0,19,2169,5,3,50
Munir El Haddadi,0.36,0.14,0.50,0.36,5,3.17,1.01,1,0,348,454,13,287,48,40,2.88,0.29,27,19,16,214,71,12,1,15,2366,15,20,82
Marvin Olawale Akinlabi Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Acuña,0.09,0.04,0.13,0.09,2,0.76,0.18,,0,,,,,,,,,,37,,,,,,,,45,,
Joan Jordán,0.08,0.08,0.16,0.08,2,1.12,0.24,8,0,1497,1748,30,1088,379,71,2.83,0.28,60,47,77,491,139,39,5,43,6458,64,31,251
Lucas Ocampos,0.46,0.10,0.39,0.30,14,2.66,1.02,0,5,728,972,32,596,100,64,2.10,0.26,52,32,72,501,144,54,5,83,9216,42,30,192
Ivan Rakitić,0.06,0.17,0.23,0.06,1,1.36,0.40,1,0,1322,1485,45,1037,240,41,2.32,0.28,25,19,24,293,96,27,5,8,4997,20,18,170
Jesús Navas,0.00,0.19,0.19,0.00,0,0.27,0.05,0,0,2077,2652,25,1645,407,96,2.56,0.40,34,19,34,230,63,53,5,47,12730,18,18,357
Diego Carlos,0.06,0.00,0.06,0.06,2,0.57,0.06,0,0,1600,1845,11,1013,576,16,0.46,0.03,45,34,29,187,75,56,29,8,5629,46,91,304
Luuk de Jong,0.26,0.04,0.31,0.26,6,2.46,1.48,0,0,41,52,1,39,1,2,0.98,0.00,2,2,2,49,16,3,0,1,125,0,7,10
Borja Mayoral,0.34,0.08,0.42,0.34,8,1.89,0.76,0,0,447,561,17,373,57,61,2.57,0.46,9,4,13,322,84,14,2,30,3396,18,25,102
Rodrygo,0.18,0.00,0.18,0.18,2,1.41,0.71,0,0,19,32,1,17,1,4,3.96,0.99,0,4,1,18,5,0,0,6,206,8,0,4
Lucas Vázquez,0.21,0.11,0.32,0.21,2,1.06,0.32,0,0,465,583,6,402,57,32,3.40,0.64,21,15,26,236,81,14,0,14,2342,26,4,75
Álvaro Odriozola,0.00,0.26,0.26,0.00,0,0.52,0.00,0,0,153,176,3,121,29,10,2.62,0.52,8,4,11,39,13,5,0,9,1109,7,1,19
Nacho,0.21,0.00,0.21,0.21,1,1.23,0.21,0,0,253,293,6,212,35,7,1.44,0.00,12,6,12,52,14,14,3,1,846,9,15,34
Marcelo,0.07,0.14,0.21,0.07,1,1.18,0.42,0,0,882,1071,17,719,146,50,3.47,0.49,20,12,33,137,45,21,1,10,4155,7,10,130
Marco Asensio,0.80,0.27,1.07,0.80,3,2.41,1.34,1,0,134,163,3,109,22,11,2.95,0.27,5,4,6,34,11,2,0,6,989,2,3,19
Isco,0.08,0.15,0.23,0.08,1,1.75,0.99,2,0,735,856,24,587,124,42,3.20,0.53,14,8,12,195,45,17,1,34,4833,15,5,80
Martin Ødegaard,0.14,0.21,0.36,0.14,4,0.78,0.00,0,0,62,75,3,50,9,3,2.35,0.00,1,0,1,17,3,1,0,0,335,0,0,6
Vinicius Júnior,0.20,0.07,0.26,0.20,3,2.57,1.06,0,0,421,544,15,366,40,54,3.56,0.40,27,17,26,299,88,19,0,53,5890,19,4,84
Federico Valverde,0.09,0.24,0.33,0.09,2,1.09,0.52,0,0,985,1119,23,808,154,41,1.93,0.38,36,19,36,375,93,43,4,18,5413,25,22,165
Luka Jović,0.42,0.21,0.63,0.42,2,2.51,0.63,0,0,111,134,3,98,10,7,1.47,0.42,3,2,0,69,20,2,0,4,393,5,10,15
Dani Carvajal,0.03,0.16,0.20,0.03,1,0.66,0.30,0,0,2058,2432,26,1683,349,74,2.43,0.20,70,53,47,442,132,71,14,30,8696,42,27,329
Ferland Mendy,0.05,0.15,0.20,0.05,1,0.35,0.10,0,0,1075,1262,11,909,155,41,2.04,0.35,31,16,19,169,54,38,5,52,5937,25,23,180
Casemiro,0.12,0.09,0.20,0.12,4,1.28,0.35,3,0,1826,2186,46,1289,491,48,1.40,0.17,112,75,99,605,219,83,13,23,6120,87,92,490
Toni Kroos,0.14,0.17,0.31,0.14,4,1.93,0.61,2,0,2233,2512,40,1622,571,102,3.46,0.24,57,41,71,594,153,36,2,22,9037,28,11,208
Luka Modrić,0.14,0.32,0.45,0.14,3,1.35,0.59,0,0,1278,1478,32,944,302,88,3.97,0.72,34,17,34,403,94,22,2,40,7848,32,11,187
Sergio Ramos,0.33,0.00,0.15,0.15,11,1.05,0.33,4,6,1963,2144,24,1222,717,20,0.60,0.06,60,46,46,266,102,39,12,11,7868,52,66,368
Karim Benzema,0.60,0.23,0.69,0.46,21,3.38,1.55,1,5,1119,1329,47,930,142,118,3.38,0.49,17,13,25,319,83,16,3,39,6925,21,28,126
Raphaël Varane,0.10,0.03,0.13,0.10,3,0.32,0.10,0,0,1479,1668,7,879,593,11,0.35,0.03,33,23,24,223,87,57,17,10,8448,22,74,283
Édgar Badía,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,0,,,,,,,,0,,
Marko Dmitrović,0.00,0.00,0.00,0.00,0,0.03,0.03,0,0,479,1062,1,117,361,8,0.23,0.00,0,0,3,5,0,1,0,1,3205,1,0,205
Anaitz Arbilla,0.04,0.00,0.04,0.04,1,0.63,0.09,3,0,870,1169,8,503,359,20,0.90,0.09,33,20,38,162,57,38,6,4,5486,22,56,319
Esteban Burgos,0.08,0.00,0.08,0.08,1,0.00,0.00,0,0,62,80,0,33,29,3,2.00,0.00,4,4,1,9,4,1,1,0,426,2,4,26
Yoshinori Mutō,0.00,0.00,0.00,0.00,0,0.42,0.00,0,0,26,31,1,22,3,3,1.27,0.00,3,2,3,52,13,1,0,6,346,2,1,9
Rafa Soares,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,63,96,0,44,19,5,2.50,0.00,4,2,4,18,3,3,1,1,319,5,2,26
Álvaro Tejero,0.00,0.00,0.00,0.00,0,1.64,0.82,0,0,75,99,1,57,17,4,3.27,0.00,5,3,3,15,5,2,0,0,268,1,1,13
Andrés Fernández,0.00,0.23,0.23,0.00,,,,,,119,152,1,77,41,1,0.25,0.25,0,0,0,0,0,0,0,0,378,1,0,23
Recio,0.00,0.00,0.00,0.00,0,1.32,0.40,1,0,744,860,17,595,132,27,1.55,0.00,31,23,46,302,70,21,5,14,3808,45,11,183
Papakouli Diop,0.04,0.00,0.04,0.04,1,1.04,0.28,0,0,593,806,3,431,159,27,1.08,0.04,43,27,44,414,113,37,8,6,2281,53,61,319
Pedro León,0.05,0.09,0.14,0.05,1,1.80,0.66,6,0,416,717,14,316,86,65,3.09,0.24,27,15,22,382,102,30,1,20,3048,21,38,128
Pedro Bigas,0.15,0.00,0.15,0.15,3,0.41,0.25,0,0,480,699,4,280,196,8,0.41,0.00,18,14,20,143,48,28,13,0,2502,9,65,249
Rober Correa,0.00,0.00,0.00,0.00,0,0.26,0.00,0,0,99,162,3,77,19,1,0.26,0.00,5,4,6,46,14,7,0,4,627,2,13,47
Sergio Álvarez,0.00,0.00,0.00,0.00,0,0.31,0.00,0,0,322,427,3,228,91,11,0.86,0.00,37,20,34,265,80,25,3,6,1465,24,24,143
Kévin Rodrigues,0.05,0.09,0.14,0.05,1,1.07,0.37,2,0,522,789,10,409,103,52,2.42,0.14,63,32,43,386,113,44,3,37,3148,42,21,182
José Antonio Martínez Gil,0.00,0.08,0.08,0.00,1,0.15,0.00,,0,,,,,,,,,,11,,,,,,,,4,,
Paulo Oliveira,0.04,0.00,0.04,0.04,1,0.52,0.17,0,0,545,788,2,262,281,6,0.26,0.00,34,15,28,183,58,38,11,3,2814,20,80,271
Yoel,,,,,,,,,,44,97,0,10,34,0,0.00,0.00,0,0,0,0,0,0,0,0,237,0,0,19
Unai Dufur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unai Arietaleanizbeaskoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Atienza,0.00,0.00,0.00,0.00,0,4.09,0.00,0,0,2,3,0,2,0,0,0.00,0.00,1,0,2,14,3,0,0,0,5,0,1,1
Eñaut Mendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Kądzior,0.40,0.00,0.40,0.40,10,,,,0,,,,,,,,,,,,,,,,,,,,
Juan Peñaloza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quique,0.00,0.18,0.18,0.00,0,2.40,1.20,0,0,16,22,0,14,2,0,0.00,0.00,0,0,0,12,3,3,0,1,70,2,4,5
Sergi Enrich,0.05,0.19,0.24,0.05,1,1.45,0.29,0,0,377,527,19,320,38,19,0.92,0.24,21,17,13,446,137,30,4,9,1309,60,100,105
Gastón Silva,0.00,0.06,0.06,0.00,0,0.89,0.13,,0,,,,,,,,,,29,,,,,,,,6,,
Dani Escriche,0.00,0.25,0.25,0.00,0,1.84,0.86,,0,,,,,,,,,,2,,,,,,,,25,,
José Salinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudio Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luisinho,0.00,0.00,0.00,0.00,0,0.66,0.33,0,0,9,12,0,8,1,1,6.92,0.00,0,36,0,4,2,0,0,0,8,46,0,2
Kevin Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Fernández,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Ignacio Pastor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mourad El Ghezouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
César,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonatan Carmona Alamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edu Expósito,0.16,0.04,0.16,0.12,4,0.96,0.24,0,1,125,166,3,91,31,10,2.40,0.24,9,7,8,62,20,4,0,3,801,6,5,51
Kelechi Nwakali,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,1,,,,,,,,2,,
Joaquín Muñoz,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,0,,
Sergio Gómez,0.00,0.00,0.00,0.00,1,1.78,0.58,0,0,19,28,0,15,4,0,0.00,0.00,3,27,1,9,3,0,0,2,132,25,0,2
Eugeni Valderrama,0.15,0.10,0.24,0.15,3,0.00,0.00,,0,,,,,,,,,,1,,,,,,,,0,,
Kike,0.25,0.05,0.31,0.25,5,2.90,0.92,0,0,327,487,18,279,30,32,1.63,0.15,11,6,12,323,97,17,2,8,2321,48,108,92
Takashi Inui,0.09,0.14,0.23,0.09,2,1.74,0.51,0,0,436,591,8,372,56,45,2.07,0.18,28,17,42,413,101,33,5,18,4391,31,15,143
Jaime Seoane,0.00,0.00,0.00,0.00,0,2.50,2.50,,0,,,,,,,,,,0,,,,,,,,0,,
Mikel Rico,0.20,0.14,0.33,0.20,7,1.39,0.50,0,0,74,90,1,59,14,8,3.23,0.00,2,22,5,31,8,4,0,4,485,29,2,28
Borja García,0.16,0.10,0.26,0.16,5,2.25,0.74,0,0,90,99,0,72,18,8,3.58,0.00,5,21,1,25,9,0,0,4,535,28,0,12
Juan Carlos,0.20,0.05,0.24,0.20,4,0.87,0.00,,0,,,,,,,,,,3,,,,,,,,10,,
Pablo Maffeo,0.00,0.07,0.07,0.00,0,0.53,0.21,0,0,75,100,1,57,17,1,0.51,0.00,3,44,1,21,14,3,1,0,492,27,4,22
Pedro López Muñoz,0.00,0.06,0.06,0.00,0,0.25,0.06,0,0,77,95,0,62,15,2,1.20,0.00,4,9,1,16,5,5,3,2,354,20,1,12
Pablo Insua,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,65,73,1,35,29,2,1.00,0.00,4,5,5,25,9,1,1,3,290,11,6,14
Rafa Mir,0.77,0.09,0.68,0.60,9,4.17,1.62,,2,,,,,,,,,,2,,,,,,,,27,,
Javi Galán,0.05,0.05,0.10,0.05,1,0.30,0.15,0,0,197,248,0,166,31,6,1.20,0.00,15,57,13,80,19,9,0,10,1254,41,6,48
Diego Bri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimitris Siovas,0.25,0.00,0.25,0.25,0,0.61,0.19,0,0,594,834,7,368,219,12,0.56,0.09,40,25,29,194,74,31,3,9,3064,24,74,250
Gerard Barri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinji Okazaki,0.44,0.00,0.44,0.44,12,1.72,0.00,,0,,,,,,,,,,1,,,,,,,,2,,
David Ferreiro,0.03,0.30,0.34,0.03,1,1.21,0.40,0,0,118,192,1,86,31,21,4.81,0.46,7,31,11,80,15,11,0,2,1146,52,1,31
Jorge Pulido,0.05,0.10,0.15,0.05,2,0.69,0.21,0,0,258,293,2,178,78,2,0.40,0.00,9,21,8,48,21,7,3,0,1426,39,17,56
Pedro Mosquera,0.00,0.03,0.03,0.00,0,0.60,0.20,,0,,,,,,,,,,8,,,,,,,,12,,
Ramón Folch,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,0,,
Cifu,0.06,0.00,0.06,0.06,2,0.00,0.00,,0,,,,,,,,,,1,,,,,,,,0,,
Pere Milla,0.34,0.05,0.39,0.34,7,2.50,0.83,0,0,41,53,2,32,7,3,1.23,0.00,6,8,4,74,19,7,3,4,417,29,0,12
Dani Calvo,0.03,0.03,0.05,0.03,1,0.00,0.00,,0,,,,,,,,,,4,,,,,,,,2,,
Youssouf Koné,0.00,0.00,0.00,0.00,0,0.33,0.00,0,0,561,648,2,454,105,16,1.76,0.00,24,15,20,81,23,8,1,17,2636,4,6,74
Lucas Boyé,0.00,0.00,0.00,0.00,0,2.56,1.02,,0,,,,,,,,,,0,,,,,,,,8,,
Víctor Rodríguez,0.00,0.00,0.00,0.00,0,0.94,0.24,0,0,3,4,0,2,1,0,0.00,0.00,0,6,1,2,0,0,0,0,0,5,1,2
Juan Sánchez Miño,0.05,0.10,0.15,0.05,1,0.95,0.35,,0,,,,,,,,,,39,,,,,,,,22,,
Nino,0.22,0.10,0.32,0.22,7,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,0,,
Omenuke Mfulu,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,8,,,,,,,,4,,
Raúl Guti,0.14,0.11,0.25,0.14,5,0.68,0.00,,0,,,,,,,,,,2,,,,,,,,2,,
Tete Morente,0.00,0.00,0.00,0.00,0,4.00,2.00,,0,,,,,,,,,,0,,,,,,,,1,,
Josema,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,4,,,,,,,,2,,
Josan,0.04,0.30,0.35,0.04,1,0.33,0.33,,0,,,,,,,,,,5,,,,,,,,2,,
Gonzalo Verdú,0.09,0.06,0.15,0.09,3,0.00,0.00,,0,,,,,,,,,,2,,,,,,,,2,,
Fidel,0.32,0.25,0.36,0.11,9,0.00,0.00,,6,,,,,,,,,,1,,,,,,,,2,,
