name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Nacho,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,51,57,2,43,6,0,0.00,0.00,2,0,5,12,4,1,0,1,178,1,1,10
Marcelo,0.00,0.00,0.00,0.00,0,2.00,0.00,0,0,65,75,1,56,8,5,5.00,0.00,1,1,1,11,3,2,0,2,225,1,0,3
Marco Asensio,0.00,0.00,0.00,0.00,0,0.88,0.00,0,0,48,63,3,38,7,7,6.18,0.00,0,0,0,15,5,3,0,7,392,0,1,6
Isco,0.00,0.00,0.00,0.00,0,0.87,0.87,0,0,64,83,1,53,10,4,3.50,0.00,1,1,1,13,8,1,0,3,376,0,0,3
Martin Ødegaard,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Vinicius Júnior,0.95,0.00,0.95,0.95,2,3.79,1.42,0,0,81,94,1,72,8,3,1.42,0.00,3,2,4,31,12,1,0,5,788,2,0,15
Federico Valverde,0.31,0.00,0.31,0.31,1,1.25,0.62,0,0,154,180,9,126,19,8,2.49,0.31,4,0,5,52,11,3,1,9,979,3,3,24
Luka Jović,0.00,0.00,0.00,0.00,0,2.11,0.70,0,0,26,33,1,24,1,3,2.11,0.00,0,0,0,11,1,0,0,1,93,1,1,2
Dani Carvajal,0.00,0.00,0.00,0.00,0,0.84,0.42,0,0,156,190,2,120,34,2,0.84,0.00,6,3,6,28,6,8,0,0,629,2,4,19
Ferland Mendy,0.00,0.00,0.00,0.00,0,1.00,0.33,0,0,169,186,3,151,15,7,2.33,0.00,2,2,2,23,5,5,0,8,1087,6,0,22
Casemiro,0.00,0.00,0.00,0.00,0,0.31,0.00,0,0,150,197,3,102,45,5,1.54,0.00,15,10,12,61,18,10,2,2,552,5,16,46
Toni Kroos,0.00,0.00,0.00,0.00,0,2.01,0.67,0,0,141,157,2,92,47,8,5.37,0.00,4,2,3,24,6,1,0,1,539,3,2,14
Luka Modrić,0.00,0.00,0.00,0.00,0,0.31,0.00,0,0,203,233,2,161,40,11,3.38,0.00,5,3,6,52,14,7,0,9,949,2,1,22
Sergio Ramos,0.25,0.00,0.00,0.00,1,1.25,0.00,1,1,282,298,1,173,108,3,0.75,0.00,5,2,1,31,13,5,1,2,1156,3,4,41
Karim Benzema,0.25,0.25,0.51,0.25,1,4.30,1.01,0,0,103,125,1,92,10,13,3.29,0.76,1,0,1,30,7,4,3,10,882,7,0,8
Raphaël Varane,0.00,0.00,0.00,0.00,0,0.50,0.00,0,0,211,240,2,126,83,2,0.50,0.00,5,2,5,28,10,5,3,0,1217,1,12,41
Édgar Badía,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Dmitrović,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,87,163,0,20,67,1,0.20,0.00,0,0,0,2,0,0,0,0,475,0,0,28
Anaitz Arbilla,0.00,0.90,0.90,0.00,0,0.00,0.00,0,0,65,81,0,28,37,3,2.70,1.80,5,2,2,13,4,2,1,4,591,1,6,13
Esteban Burgos,0.67,0.00,0.00,0.00,1,,,,1,,,,,,,,,,,,,,,,,,,,
Yoshinori Mutō,0.00,0.00,0.00,0.00,0,1.96,1.30,0,0,16,28,0,14,2,1,0.65,0.00,0,0,2,24,7,3,0,0,162,4,6,6
Rafa Soares,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,3,,,,,,,,2,,
Álvaro Tejero,0.00,0.00,0.00,0.00,0,1.00,1.00,,0,,,,,,,,,,1,,,,,,,,0,,
Andrés Fernández,0.00,0.00,0.00,0.00,,,,,,111,160,0,66,45,0,0.00,0.00,0,0,0,0,0,0,0,0,414,0,0,24
Recio,0.00,0.00,0.00,0.00,0,0.52,0.00,0,0,43,58,1,33,9,1,0.52,0.00,4,3,5,49,17,1,0,2,295,6,1,14
Papakouli Diop,0.00,0.00,0.00,0.00,0,0.73,0.00,0,0,62,95,3,45,14,2,0.73,0.00,11,7,11,42,14,1,0,2,220,7,10,43
Pedro León,0.00,0.31,0.31,0.00,0,1.89,0.94,2,0,72,120,2,60,10,4,1.26,0.31,2,0,6,39,14,1,0,3,480,4,6,20
Pedro Bigas,0.00,0.00,0.00,0.00,0,0.29,0.00,0,0,99,143,2,65,32,0,0.00,0.00,5,5,5,32,12,6,1,1,238,7,19,59
Rober Correa,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Sergio Álvarez,0.00,0.00,0.00,0.00,0,0.54,0.27,0,0,106,139,5,80,21,2,0.54,0.00,10,7,5,68,25,6,0,0,519,6,9,48
Kévin Rodrigues,0.32,0.00,0.32,0.32,1,0.97,0.32,0,0,115,171,0,80,35,5,1.62,0.00,5,2,10,39,12,8,0,5,815,2,7,32
José Antonio Martínez Gil,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
Paulo Oliveira,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,66,123,1,43,22,1,0.25,0.00,6,3,7,27,12,5,1,2,284,2,17,68
Yoel,,,,,,,,,,48,93,0,5,43,0,0.00,0.00,0,0,0,2,0,1,0,0,261,1,0,17
Unai Dufur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unai Arietaleanizbeaskoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Atienza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eñaut Mendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Kądzior,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Juan Peñaloza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quique,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Sergi Enrich,0.00,0.00,0.00,0.00,0,1.22,0.00,0,0,15,22,1,13,1,1,1.22,0.00,1,1,0,18,6,1,0,2,76,1,3,6
Gastón Silva,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,2,,,,,,,,0,,
Dani Escriche,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,1,,
José Salinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudio Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luisinho,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,0,,
Kevin Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignacio Pastor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mourad El Ghezouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
César,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonatan Carmona Alamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edu Expósito,0.00,0.24,0.24,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Kelechi Nwakali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquín Muñoz,0.00,0.00,0.00,0.00,0,2.20,2.20,,0,,,,,,,,,,0,,,,,,,,2,,
Sergio Gómez,,,,,0,1.91,0.00,,0,,,,,,,,,,2,,,,,,,,0,,
Eugeni Valderrama,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Kike,0.49,0.00,0.49,0.49,2,2.23,0.99,1,0,73,115,8,53,12,11,2.72,0.25,4,4,4,77,31,5,1,5,490,7,23,21
Takashi Inui,0.00,0.00,0.00,0.00,0,1.83,0.23,0,0,84,123,3,66,15,10,2.29,0.00,8,6,7,68,28,0,0,7,1057,5,4,21
Jaime Seoane,0.00,0.00,0.00,0.00,0,2.06,0.41,,0,,,,,,,,,,4,,,,,,,,7,,
Mikel Rico,0.00,0.00,0.00,0.00,0,2.02,0.40,,0,,,,,,,,,,2,,,,,,,,3,,
Borja García,0.00,0.00,0.00,0.00,0,1.34,0.00,,0,,,,,,,,,,3,,,,,,,,1,,
Juan Carlos,0.00,0.43,0.43,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Pablo Maffeo,0.51,0.00,0.51,0.51,1,1.01,0.51,,0,,,,,,,,,,2,,,,,,,,2,,
Pedro López Muñoz,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,3,,,,,,,,2,,
Pablo Insua,0.00,0.00,0.00,0.00,0,0.50,0.00,,0,,,,,,,,,,2,,,,,,,,5,,
Rafa Mir,0.00,0.00,0.00,0.00,0,2.65,0.53,,0,,,,,,,,,,2,,,,,,,,7,,
Javi Galán,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,7,,,,,,,,19,,
Diego Bri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimitris Siovas,,,,,1,1.00,0.75,0,0,209,259,1,133,75,2,0.50,0.00,5,2,3,23,12,4,1,2,1494,3,18,47
Gerard Barri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinji Okazaki,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
David Ferreiro,0.00,0.23,0.23,0.00,0,1.37,0.69,,0,,,,,,,,,,2,,,,,,,,10,,
Jorge Pulido,0.00,0.00,0.00,0.00,0,1.00,0.20,,0,,,,,,,,,,6,,,,,,,,9,,
Pedro Mosquera,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Ramón Folch,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,0,,
Cifu,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Pere Milla,0.00,0.00,0.00,0.00,0,0.82,0.41,,0,,,,,,,,,,6,,,,,,,,3,,
Dani Calvo,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Youssouf Koné,,,,,0,0.00,0.00,0,0,19,23,0,16,3,0,0.00,0.00,1,0,0,7,2,0,0,2,52,1,0,2
Lucas Boyé,0.51,0.00,0.51,0.51,1,,,,0,,,,,,,,,,,,,,,,,,,,
Víctor Rodríguez,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,0,,
Juan Sánchez Miño,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,1,,
Nino,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Omenuke Mfulu,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Raúl Guti,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Tete Morente,0.00,0.00,0.00,0.00,0,0.67,0.00,,0,,,,,,,,,,4,,,,,,,,2,,
Josema,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
Josan,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Gonzalo Verdú,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Fidel,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
