name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Portu,0.29,0.06,0.32,0.26,9,1.37,0.61,0,1,508,719,7,437,64,69,2.20,0.22,30,20,38,574,132,32,1,35,5865,26,21,128
Aimar Oroz,0.00,0.00,0.00,0.00,,,,,,5,5,0,4,1,1,8.18,0.00,0,0,0,7,2,1,0,0,19,2,0,1
Gorka Zabarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Pérez,0.00,0.00,0.00,0.00,,,,,,36,66,0,11,25,0,0.00,0.00,0,0,1,2,0,0,0,0,222,0,0,15
Mikel Merino,0.13,0.13,0.26,0.13,3,1.05,0.44,0,0,883,1113,18,677,188,40,1.75,0.26,48,38,59,656,138,41,4,27,4847,70,54,227
Álex Remiro,0.00,0.00,0.00,0.00,0,0.04,0.00,0,0,683,910,1,358,324,4,0.16,0.00,0,0,1,1,0,0,0,1,2397,0,0,109
Javi Martínez,0.00,0.00,0.00,0.00,,,,,,4,5,0,4,0,1,9.00,0.00,0,0,0,1,1,0,0,0,58,0,1,1
Javier Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubén,0.00,0.00,0.00,0.00,,,,,,296,514,4,96,196,2,0.07,0.00,0,0,1,1,0,0,0,0,1638,0,0,95
Sofian Chakla,0.00,0.00,0.00,0.00,0,0.50,0.00,0,0,79,95,1,44,34,1,0.50,0.50,0,0,1,11,5,1,1,0,235,3,2,22
Asier Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Cardona,0.45,0.15,0.60,0.45,3,2.53,1.19,0,0,128,179,4,113,11,11,1.64,0.30,11,7,9,189,51,9,0,10,1142,9,16,35
Fede San Emeterio,0.06,0.03,0.09,0.06,2,0.15,0.05,0,0,558,683,12,421,125,16,0.82,0.05,27,17,46,401,108,32,7,2,1520,32,32,193
Marc Bartra,0.03,0.00,0.03,0.03,1,0.31,0.09,1,0,1993,2254,15,1424,554,19,0.58,0.00,86,55,67,393,123,60,23,15,11135,30,54,316
Takefusa Kubo,0.35,0.26,0.62,0.35,4,2.03,0.71,6,0,539,764,14,469,56,89,3.46,0.70,35,14,50,492,126,32,1,72,7666,17,9,148
Carlos Bacca,0.43,0.07,0.43,0.35,6,2.13,0.99,0,1,192,274,7,158,27,40,2.83,0.28,6,5,10,176,28,5,0,10,1648,19,15,55
Ramiro Funes Mori,0.07,0.03,0.10,0.07,2,0.89,0.21,0,0,995,1211,5,606,384,20,0.69,0.07,43,26,49,312,92,45,23,15,6083,32,59,315
Jaume Costa,0.06,0.00,0.06,0.06,1,0.78,0.12,0,0,781,964,6,636,139,28,1.69,0.18,33,17,28,167,42,34,2,10,3474,20,17,136
Rubén Peña,0.03,0.07,0.10,0.03,1,0.67,0.17,0,0,1312,1930,13,965,334,76,2.56,0.20,73,46,69,484,174,61,8,62,9379,24,14,392
Alfonso Pedraza,0.13,0.13,0.26,0.13,3,1.46,0.60,0,0,726,992,14,624,88,43,1.85,0.30,65,41,86,527,128,57,8,40,5792,42,20,149
Manu Trigueros,0.00,0.00,0.00,0.00,0,0.99,0.06,1,0,863,1006,9,650,204,33,1.92,0.06,41,29,63,383,85,23,7,6,3629,36,8,160
Samuel Chukwueze,0.26,0.11,0.37,0.26,5,3.06,1.21,0,0,387,540,4,310,73,56,2.95,0.32,19,11,31,403,92,14,1,59,5527,20,17,126
Vicente Iborra,0.16,0.05,0.22,0.16,3,0.81,0.27,0,0,632,787,11,499,122,29,1.57,0.32,34,26,30,326,81,25,9,12,2461,29,67,168
Pervis Estupiñán,0.18,0.12,0.31,0.18,3,0.54,0.09,1,0,1322,1823,21,1072,229,75,2.27,0.30,87,57,72,497,167,58,8,63,9113,42,45,368
Mario Gaspar,0.03,0.07,0.10,0.03,1,0.90,0.24,0,0,1068,1326,14,919,135,35,1.21,0.07,57,29,56,428,100,59,11,13,4084,50,48,235
Francis Coquelin,0.00,0.05,0.05,0.00,0,0.51,0.15,0,0,840,974,8,637,195,37,1.89,0.05,45,35,41,303,89,19,5,31,3783,22,30,201
Pau Torres,0.03,0.03,0.05,0.03,1,0.27,0.06,0,0,1724,1998,11,988,725,17,0.51,0.06,37,23,33,262,82,63,27,10,9637,29,45,328
Paco Alcácer,0.85,0.17,1.02,0.85,5,2.55,1.19,0,0,84,112,4,75,5,14,2.38,0.51,2,2,8,88,22,3,1,4,253,2,4,17
Raúl Albiol,0.05,0.00,0.05,0.05,1,0.16,0.05,0,0,1000,1126,4,556,440,14,0.74,0.05,23,17,18,107,35,31,18,1,4255,10,40,193
Gerard Moreno,0.31,0.04,0.35,0.31,8,2.80,1.24,0,0,550,764,5,435,110,66,2.57,0.19,20,16,27,387,81,27,9,54,4460,39,42,116
Arnau Tenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moi Gómez,0.06,0.21,0.27,0.06,2,0.74,0.24,2,0,1234,1557,17,888,329,88,2.59,0.32,42,35,49,663,155,41,6,43,8269,47,18,355
Riqui Puig,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,111,122,1,96,14,3,1.73,0.00,1,0,1,37,9,2,0,1,694,1,1,18
Iñaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Firpo,0.14,0.19,0.33,0.14,2,1.06,0.30,0,0,513,616,4,414,95,18,1.36,0.30,18,7,16,179,61,36,1,10,2417,18,9,107
Daniel Parejo,0.26,0.21,0.32,0.12,9,1.12,0.44,10,5,1967,2407,15,1387,565,135,3.97,0.41,65,50,105,728,183,51,9,40,8500,27,23,390
Carles Aleñá,0.12,0.00,0.12,0.12,2,1.98,0.42,0,0,540,587,6,432,102,24,3.39,0.71,6,3,8,181,42,5,0,11,3011,9,4,48
Konrad De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafinha,0.17,0.04,0.21,0.17,0,0.81,0.00,0,0,137,152,1,117,19,3,1.21,0.00,8,5,6,86,23,4,1,2,770,7,3,19
Alberto Soro,0.14,0.14,0.27,0.14,2,1.49,0.55,0,0,8,11,0,7,1,0,0.00,0.00,1,31,1,9,4,1,0,0,56,38,2,2
Martin Braithwaite,0.28,0.05,0.33,0.28,4,1.86,0.64,0,0,184,249,5,164,15,23,1.48,0.39,7,5,9,274,69,7,0,18,1954,24,30,67
Germán Sánchez,0.03,0.03,0.05,0.03,1,0.39,0.12,0,0,738,901,3,414,321,6,0.24,0.04,20,12,18,112,32,45,23,0,2955,29,73,235
Kenedy,0.15,0.46,0.61,0.15,1,1.94,0.33,1,0,386,548,8,306,72,38,2.54,0.13,33,23,31,283,86,31,0,42,3740,18,6,164
Fede Vico,0.16,0.22,0.35,0.13,5,1.34,0.21,3,1,243,344,6,196,41,26,2.67,0.21,4,1,12,172,42,12,1,10,2035,8,10,57
Ángel Montoro,0.15,0.15,0.31,0.15,5,1.29,0.46,1,0,441,580,5,265,171,36,3.33,0.55,17,11,13,156,42,20,4,6,2243,21,4,102
Víctor Díaz,0.05,0.00,0.05,0.05,2,0.50,0.03,0,0,1020,1507,11,716,293,46,1.44,0.28,79,45,67,405,120,88,24,15,3591,20,54,304
Ramon Azeez,0.00,0.00,0.00,0.00,0,1.26,0.20,0,0,316,394,5,256,55,15,0.99,0.07,17,14,13,330,82,17,2,3,2078,29,19,128
Jorge Molina,0.48,0.17,0.58,0.41,14,1.77,0.68,0,2,500,749,13,430,57,76,2.58,0.34,16,11,17,411,84,31,1,33,3097,47,65,127
Roberto Soldado,0.37,0.25,0.62,0.37,6,2.66,1.48,2,0,390,568,14,325,51,41,1.57,0.23,16,12,18,364,98,16,5,13,1698,23,47,85
Luis Milla,0.05,0.13,0.19,0.05,2,1.38,0.49,1,0,158,191,3,110,45,9,2.46,0.27,4,46,4,63,21,5,0,4,789,38,6,38
Maxime Gonalons,0.00,0.00,0.00,0.00,0,0.33,0.00,0,0,274,333,1,193,80,5,0.83,0.00,14,10,16,106,30,13,3,7,1552,17,18,83
Jesús Vallejo,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,81,104,1,50,30,0,0.00,0.00,4,3,3,20,6,4,3,1,322,2,4,18
Domingos Duarte,0.10,0.00,0.10,0.10,4,0.29,0.12,0,0,970,1218,5,564,401,5,0.15,0.03,35,21,16,208,74,49,24,6,4886,39,87,297
Yangel Herrera,0.00,0.00,0.00,0.00,0,1.25,0.16,1,0,365,467,9,302,54,21,1.64,0.16,47,30,42,362,99,18,0,13,1857,32,28,153
Darwin Machís,0.59,0.07,0.67,0.59,8,3.04,1.14,2,0,361,582,7,275,79,82,3.47,0.38,28,19,33,358,94,36,3,51,5622,43,19,153
Antonio Puertas,0.37,0.07,0.44,0.37,10,1.62,0.63,0,0,538,768,19,452,67,59,2.07,0.32,39,24,50,476,126,31,3,54,5726,39,49,179
Carlos Neva,0.00,0.00,0.00,0.00,0,0.29,0.16,0,0,624,901,11,516,97,16,0.65,0.12,17,8,17,264,61,52,4,6,2979,13,21,189
Lucas Torró,0.00,0.00,0.00,0.00,0,0.80,0.16,0,0,190,259,3,154,33,8,1.29,0.32,10,5,9,85,30,12,2,2,768,11,24,106
Rui Silva,0.00,0.00,0.00,0.00,,,,,,716,1279,2,256,458,6,0.17,0.03,0,0,0,3,1,0,0,1,3744,0,0,223
Enric Gallego,0.00,0.00,0.00,0.00,0,1.65,0.55,0,0,26,48,3,20,3,2,1.10,0.00,4,2,2,19,4,3,0,2,172,4,7,8
Jony,0.12,0.33,0.45,0.12,4,1.51,0.70,8,0,657,1183,13,437,207,124,3.76,0.45,27,12,46,491,98,42,0,62,8687,34,6,228
Unai García,0.08,0.00,0.08,0.08,3,0.34,0.17,0,0,155,215,2,94,59,2,0.34,0.00,8,5,8,60,20,18,9,3,780,4,25,72
Raúl Navas,0.00,0.00,0.00,0.00,0,0.34,0.00,0,0,765,876,5,520,240,10,0.69,0.00,22,13,24,96,41,26,8,3,4734,10,20,163
Kike Barja,0.16,0.33,0.49,0.16,3,1.73,0.86,0,0,62,89,3,53,6,10,2.88,0.58,1,1,2,48,10,5,1,11,934,5,5,26
Aritz Elustondo,0.04,0.00,0.04,0.04,1,0.44,0.20,0,0,973,1219,7,724,242,19,0.76,0.08,47,31,44,266,89,42,5,15,5817,22,52,247
Aridane Hernández,0.00,0.00,0.00,0.00,0,0.48,0.14,0,0,737,925,5,414,318,9,0.31,0.00,42,24,20,171,77,34,19,3,2878,21,100,333
Nacho Vidal,0.00,0.16,0.16,0.00,0,0.58,0.15,0,0,897,1240,10,693,194,35,1.35,0.04,53,28,39,272,85,59,4,27,4470,26,46,241
Roberto Torres,0.36,0.09,0.39,0.30,12,2.38,0.63,9,2,722,1118,22,535,165,87,2.88,0.30,24,20,52,383,96,57,3,30,3987,19,20,216
Juan Cruz Armada,0.00,0.03,0.03,0.00,0,0.15,0.03,0,0,75,122,2,56,17,0,0.00,0.00,3,30,4,32,8,5,1,0,209,33,4,31
Facundo Roncaglia,0.00,0.00,0.00,0.00,0,0.30,0.00,0,0,238,289,0,180,58,2,0.30,0.00,14,12,6,59,27,10,4,1,1366,6,14,79
Jonathan Calleri,0.28,0.06,0.28,0.22,9,2.29,0.53,0,2,457,740,22,382,53,66,2.07,0.16,24,19,30,632,117,38,7,49,4787,70,156,167
Adrián López,0.29,0.00,0.29,0.29,1,3.24,1.18,0,0,358,507,18,306,34,42,2.62,0.19,10,2,20,184,55,10,2,15,3398,6,43,65
Jon Moncayola,0.06,0.00,0.06,0.06,1,0.84,0.18,0,0,504,656,12,345,147,21,1.26,0.06,55,31,59,365,101,40,5,11,1894,29,24,201
Iñigo Pérez,0.07,0.27,0.33,0.07,1,1.58,0.58,3,0,444,598,10,347,87,30,2.50,0.33,15,7,20,192,58,16,1,8,1614,18,7,129
Ivan Šaponjić,0.00,0.00,0.00,0.00,5,0.00,1.05,0,1,0,2,0,0,0,0,0.00,0.00,0,0,0,2,1,0,0,0,0,22,1,0
Ricard Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Sánchez,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,135,173,5,113,17,7,1.94,0.00,14,6,12,69,19,4,0,4,859,8,5,40
Sergio Herrera,0.00,0.00,0.00,0.00,,,,,,292,612,1,60,231,5,0.27,0.00,0,0,3,3,1,0,0,3,2157,1,0,127
Oier Sanjurjo,0.08,0.00,0.08,0.08,3,0.66,0.19,0,0,734,1009,9,554,171,35,1.36,0.08,69,41,56,510,164,50,8,7,2937,41,71,437
Rubén García,0.19,0.31,0.47,0.17,7,2.14,0.78,9,1,719,1022,16,532,171,98,4.03,0.29,51,26,36,408,126,46,6,31,4400,45,29,162
Victor Mollejo,0.00,0.00,0.00,0.00,0,2.77,0.00,0,0,21,24,1,20,0,2,2.77,0.00,0,0,2,11,1,0,0,0,110,4,2,3
Nehuén Pérez,0.04,0.00,0.04,0.04,0,0.48,0.00,,0,,,,,,,,,,,,,,,,,,4,,
Cristian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Opoku,0.00,0.10,0.10,0.00,0,0.62,0.00,,0,,,,,,,,,,,,,,,,,,6,,
Guillem Molina Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koba Koindredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Soler,0.07,0.22,0.29,0.07,2,1.50,0.51,0,0,749,983,16,588,145,60,2.20,0.33,41,22,69,714,169,58,8,31,5771,52,16,212
Jasper Cillessen,0.00,0.00,0.00,0.00,,,,,,19,27,0,10,9,0,0.00,0.00,0,0,0,0,0,0,0,0,34,0,0,1
Sergio Asenjo,0.00,0.00,0.00,0.00,,,,,,521,805,1,185,335,2,0.06,0.00,0,0,1,0,0,1,0,0,2005,0,0,115
Rubén Sobrino,0.00,0.00,0.00,0.00,0,1.40,0.00,0,0,35,48,1,32,2,3,1.40,0.00,5,2,2,54,13,3,2,2,295,6,6,12
Sergiño Dest,0.00,0.25,0.25,0.00,0,1.31,0.12,0,0,13,14,0,10,3,1,5.63,0.00,0,25,0,1,1,0,0,0,37,12,0,2
Toni Lato,0.00,0.00,0.00,0.00,1,0.77,0.38,0,0,168,256,4,136,28,7,1.34,0.19,20,12,7,111,32,13,0,10,753,13,9,61
Ousmane Dembélé,0.43,0.27,0.70,0.43,8,2.06,0.87,0,0,790,1018,16,651,123,86,4.66,0.70,19,10,20,350,82,15,0,89,8148,22,6,102
Ronald Araújo,0.00,0.00,0.00,0.00,0,0.38,0.00,0,0,197,208,0,147,50,0,0.00,0.00,4,2,4,26,8,9,3,1,744,2,5,18
Francisco Trincão,0.00,0.00,0.00,0.00,0,1.02,0.00,0,0,20,26,2,17,1,2,2.90,0.00,1,0,2,11,2,0,0,0,270,3,0,2
Pedri,0.13,0.19,0.32,0.13,4,1.37,0.48,0,0,27,34,1,24,2,2,2.57,0.00,4,33,3,21,4,2,0,1,244,18,0,7
Denis Cheryshev,0.11,0.11,0.21,0.11,2,1.53,0.37,0,0,472,722,8,376,88,59,3.11,0.16,47,35,49,599,147,42,4,22,4266,42,26,143
Ansu Fati,0.61,0.09,0.70,0.61,7,2.89,1.05,0,0,446,538,16,415,15,38,3.33,0.26,19,10,16,224,68,16,1,23,4224,19,6,54
Miralem Pjanić,0.08,0.24,0.32,0.08,2,1.18,0.32,5,0,1826,2075,19,1263,544,110,4.34,0.32,40,18,64,486,114,37,6,16,6870,37,5,248
Antoine Griezmann,0.42,0.23,0.56,0.34,15,3.10,1.27,16,3,1136,1510,30,921,185,127,3.57,0.45,40,24,37,753,154,19,2,35,6969,18,31,184
Clément Lenglet,0.05,0.00,0.05,0.05,1,0.28,0.09,0,0,1024,1146,4,728,292,1,0.05,0.00,59,43,42,256,85,42,22,4,4912,30,36,170
Sergi Roberto,0.00,0.30,0.30,0.00,0,0.39,0.09,0,0,1603,1779,30,1407,166,46,1.98,0.43,30,20,23,322,109,39,4,17,7418,18,19,183
Philippe Coutinho,0.22,0.09,0.31,0.22,5,2.99,1.38,3,0,1260,1464,21,1092,147,88,3.92,0.27,18,12,24,370,94,37,3,63,8790,19,4,132
Jordi Alba,0.06,0.24,0.30,0.06,2,0.42,0.12,0,0,2305,2686,21,2028,256,81,2.44,0.48,45,33,53,450,154,74,7,20,8068,25,11,298
Sergio Busquets,0.00,0.03,0.03,0.00,0,0.20,0.00,0,0,2163,2397,46,1651,466,48,1.59,0.13,80,57,99,758,217,71,10,17,6935,38,32,337
Neto,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,494,842,2,195,297,3,0.09,0.00,0,0,1,1,0,1,0,0,1965,0,0,145
Gerard Piqué,0.11,0.06,0.17,0.11,4,0.57,0.31,0,0,2230,2429,12,1590,628,24,0.69,0.17,45,27,37,273,87,63,26,16,11358,24,91,473
David García,0.08,0.04,0.12,0.08,2,0.61,0.16,0,0,861,1160,8,524,329,16,0.52,0.03,39,27,36,263,93,46,17,2,3182,52,151,413
Ivo Grbić,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Camello,2.00,0.00,2.00,2.00,1,6.00,2.00,0,0,8,10,0,7,1,1,2.00,0.00,1,1,0,4,2,0,0,0,82,0,0,3
Lionel Messi,1.19,0.43,1.49,1.06,36,5.54,2.82,41,4,1524,1939,21,1214,289,220,7.30,1.19,15,12,20,324,91,14,0,149,13325,22,3,131
Dimitri Foulquier,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,10,13,1,6,3,1,1.53,0.00,1,1,1,18,6,2,0,2,110,0,0,4
Thomas Lemar,0.10,0.15,0.25,0.10,2,1.29,0.54,1,0,820,1013,15,689,116,60,2.97,0.35,30,15,41,630,109,36,1,60,6247,23,5,126
Marcos Llorente,0.00,0.00,0.00,0.00,0,0.33,0.33,0,0,344,372,6,244,94,7,1.17,0.17,16,10,14,115,30,8,0,5,2191,15,2,58
Héctor Herrera,0.20,0.00,0.20,0.20,6,1.65,0.54,0,0,671,777,14,540,117,36,2.89,0.24,32,49,29,220,70,28,6,16,3240,64,28,143
Vitolo,0.00,0.12,0.12,0.00,0,0.84,0.12,0,0,259,331,7,229,23,22,2.63,0.36,18,15,19,219,44,15,1,27,3123,6,5,60
Koke,0.10,0.17,0.28,0.10,3,0.70,0.17,1,0,1698,2057,46,1357,295,97,3.38,0.24,75,46,95,725,167,47,5,31,6184,34,14,252
Yannick Carrasco,0.74,0.30,0.74,0.43,17,3.72,1.73,1,7,174,232,4,147,23,25,3.57,1.00,13,14,16,148,38,11,0,18,1912,26,2,60
Luis Suárez,0.67,0.19,0.73,0.54,21,3.44,1.66,6,4,767,1025,25,603,139,125,3.98,0.83,20,14,17,423,120,23,3,62,5423,31,8,117
Mario Hermoso,0.10,0.00,0.10,0.10,3,0.87,0.35,7,0,1380,1631,11,886,483,20,0.64,0.06,34,25,38,168,58,48,27,12,5743,22,46,332
Diego Costa,0.16,0.16,0.32,0.16,2,1.29,0.81,0,0,220,311,10,191,19,20,1.62,0.24,5,2,7,236,47,6,1,14,1729,22,24,31
Ángel Correa,0.14,0.09,0.23,0.14,3,1.50,0.52,0,0,566,766,15,491,60,79,3.71,0.56,38,30,54,579,145,29,4,65,5457,38,12,164
Saúl Ñíguez,0.12,0.03,0.15,0.12,4,1.60,0.62,1,0,1246,1619,17,1042,187,43,1.32,0.22,81,60,88,761,176,95,10,52,7681,55,71,324
Renan Lodi,0.00,0.00,0.00,0.00,0,1.03,1.03,0,0,926,1246,23,757,146,31,1.16,0.08,72,1,77,363,101,63,8,14,4883,8,27,225
João Félix,0.78,0.37,1.15,0.78,15,3.50,1.41,2,0,410,531,19,356,35,50,2.58,0.21,9,12,14,211,47,11,1,20,3478,26,16,86
Thomas Partey,0.13,0.17,0.30,0.13,3,1.57,0.30,2,0,1170,1406,15,919,236,51,2.22,0.39,62,41,51,498,147,47,8,47,6338,31,31,259
Stefan Savić,0.00,0.13,0.13,0.00,0,0.45,0.00,0,0,447,542,1,287,159,5,0.32,0.13,12,5,13,70,29,22,11,1,1995,15,35,128
Kieran Trippier,0.04,0.12,0.16,0.04,1,0.32,0.12,4,0,1515,2000,10,1130,375,78,3.08,0.40,66,38,54,424,138,55,5,9,4301,20,26,273
Jan Oblak,0.00,0.00,0.00,0.00,,,,,,468,850,1,142,325,1,0.03,0.00,0,0,0,3,0,0,0,1,2067,1,0,116
Alejandro Blanco,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,4,6,0,4,0,0,0.00,0.00,0,0,2,4,1,1,0,1,67,0,0,2
Uroš Račić,0.11,0.04,0.15,0.11,1,1.08,0.22,0,0,40,48,1,28,11,0,0.00,0.00,4,30,2,23,9,1,1,2,231,45,4,15
Eliaquim Mangala,0.00,0.00,0.00,0.00,0,0.13,0.00,0,0,254,289,2,170,82,0,0.00,0.00,6,4,4,44,16,11,5,0,914,13,16,61
Manu Vallejo,0.27,0.10,0.37,0.27,8,1.72,0.65,0,0,70,94,3,54,13,11,2.37,0.22,6,2,8,122,27,5,0,8,708,6,5,21
Esquerdo,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,6,9,0,4,2,0,0.00,0.00,0,0,0,4,1,1,0,0,83,0,1,2
Yunus Musah,0.00,0.00,0.00,0.00,0,0.34,0.00,0,0,55,79,0,43,12,2,0.67,0.00,7,3,5,60,12,7,0,5,613,5,2,17
Thierry Correia,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,107,134,2,82,23,4,1.39,0.35,7,6,3,32,15,6,0,1,448,8,0,21
Lee Kangin,0.00,0.00,0.00,0.00,0,3.75,0.00,0,0,8,15,0,6,2,1,3.75,0.00,2,0,3,17,1,0,0,0,146,2,0,2
Gabriel Paulista,0.00,0.03,0.03,0.00,0,0.34,0.07,0,0,1142,1289,6,750,386,14,0.48,0.10,29,17,28,122,48,51,20,2,5432,25,55,289
Jason,0.08,0.19,0.27,0.08,2,1.20,0.31,3,0,573,836,10,456,107,52,2.01,0.31,42,25,75,513,108,41,2,31,5562,26,29,200
Kévin Gameiro,0.33,0.06,0.39,0.33,6,1.95,0.78,0,0,334,434,5,302,27,49,2.74,0.33,11,9,17,400,76,15,3,14,3257,11,12,59
Hugo Guillamón,0.00,0.00,0.00,0.00,,,,,,287,315,1,176,110,1,0.18,0.00,15,8,14,46,14,5,3,1,1617,8,6,35
José Luis Gayà,0.03,0.03,0.06,0.03,1,0.40,0.09,1,0,1449,1812,8,1191,250,56,1.61,0.09,80,39,73,442,127,69,7,47,8422,35,29,311
Mouctar Diakhaby,0.11,0.00,0.11,0.11,2,0.68,0.23,0,0,592,688,3,410,179,7,0.40,0.00,11,9,11,117,35,33,16,5,3173,24,33,158
Gonçalo Guedes,0.31,0.18,0.49,0.31,5,2.15,0.86,1,0,466,655,6,392,68,57,3.50,0.68,30,18,39,303,69,18,0,46,5865,19,5,112
Daniel Wass,0.04,0.11,0.15,0.04,1,1.19,0.11,6,0,1056,1364,14,879,163,57,2.18,0.23,26,18,34,394,87,42,4,12,4867,28,32,242
Geoffrey Kondogbia,0.07,0.07,0.14,0.07,1,1.59,0.29,0,0,638,752,4,438,196,21,1.52,0.14,46,35,23,336,75,27,7,25,4229,21,21,127
Maxi Gómez,0.40,0.15,0.52,0.36,13,2.46,0.85,7,1,516,705,20,410,86,72,2.19,0.36,8,8,18,434,103,18,2,17,3358,70,92,114
Kevin Vázquez,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,86,112,2,68,16,3,1.23,0.41,7,4,7,39,10,8,2,1,396,5,0,24
Álvaro Vadillo,0.22,0.07,0.22,0.15,4,1.26,0.37,12,1,303,454,12,235,56,39,2.88,0.15,12,9,15,159,51,17,1,20,2583,9,6,59
Sergio Carreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raúl Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Rodríguez,0.00,0.00,0.00,0.00,,,,,,5,8,0,4,1,2,18.00,0.00,0,0,0,3,0,1,0,0,55,1,0,0
Iago Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Pampín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Sáenz,0.12,0.06,0.19,0.12,1,0.00,0.05,0,0,136,168,0,82,54,3,0.73,0.00,4,0,2,52,13,6,2,0,557,32,9,36
David Juncà,0.00,0.15,0.15,0.00,0,0.30,0.00,0,0,441,633,6,289,146,24,2.40,0.30,16,12,21,100,40,11,0,11,2813,18,1,119
Ante Palaversa,0.11,0.00,0.11,0.11,,,,,,4,7,0,4,0,0,0.00,0.00,1,1,0,5,2,1,0,0,30,1,0,2
Rubén Yáñez,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,0,,
Frenkie de Jong,0.11,0.11,0.22,0.11,3,0.17,0.17,0,0,1536,1661,33,1255,248,50,2.13,0.38,30,22,19,313,97,24,7,38,9514,23,10,189
Erick Cabaco,0.00,0.00,0.00,0.00,0,0.44,0.00,0,0,275,349,4,166,105,6,0.67,0.00,14,10,7,51,21,15,8,4,1164,7,20,85
Chema,0.00,0.00,0.00,0.00,2,0.36,0.14,0,0,285,380,2,201,82,4,0.29,0.00,32,12,18,89,21,23,12,1,995,19,20,100
Francisco Portillo,0.05,0.18,0.23,0.05,1,0.36,0.18,0,0,592,808,9,493,90,60,2.71,0.50,20,10,32,472,120,29,1,45,4657,30,4,168
Enes Ünal,0.25,0.13,0.25,0.13,6,2.05,0.54,1,3,379,526,13,325,41,39,1.63,0.29,11,7,26,373,69,17,6,28,3113,42,69,79
Cucho,0.17,0.13,0.21,0.08,4,3.31,1.00,3,2,403,606,14,315,74,71,2.97,0.29,20,18,25,439,91,32,5,49,4783,33,40,121
Jaime Mata,0.52,0.22,0.59,0.37,14,2.00,0.74,0,4,424,691,17,345,62,37,1.37,0.22,35,22,28,438,119,23,2,25,3623,79,66,126
David Timor,0.00,0.00,0.00,0.00,0,2.00,0.00,8,0,251,404,11,151,89,17,1.62,0.00,11,1,13,138,38,10,3,2,795,2,33,166
Mathías Olivera,0.00,0.09,0.09,0.00,0,0.63,0.36,0,0,200,351,3,174,23,13,1.28,0.20,32,27,20,214,57,27,3,9,1638,15,35,108
Ángel Rodríguez,0.40,0.15,0.54,0.40,8,3.27,1.24,0,0,242,377,15,177,50,40,1.98,0.35,13,8,20,390,84,14,2,19,3142,42,21,77
David Soria,0.00,0.00,0.00,0.00,,,,,,454,1071,0,44,410,5,0.14,0.00,0,0,1,2,0,3,0,1,3808,0,0,225
Damián Suárez,0.00,0.08,0.08,0.00,0,0.44,0.03,3,0,1333,1966,11,971,351,93,2.58,0.19,105,67,131,663,196,69,5,32,5551,57,26,410
Nemanja Maksimović,0.03,0.00,0.03,0.03,1,0.98,0.20,0,0,583,779,35,439,109,30,0.84,0.11,70,45,67,874,224,95,21,9,2923,19,73,367
Allan Nyom,0.05,0.05,0.11,0.05,1,0.26,0.16,0,0,473,638,8,395,70,34,1.79,0.11,39,25,25,306,92,25,2,10,2435,34,23,128
Jean-Pierre Rhyner,0.05,0.00,0.05,0.05,1,0.00,0.07,,0,,,,,,,,,,,,,,,,,,5,,
Xabier Etxeita,0.13,0.00,0.13,0.13,4,0.77,0.27,0,0,659,866,9,430,220,12,0.40,0.00,47,28,42,230,68,48,25,3,3619,34,61,237
