name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Unai Vencedor Paris,0.00,0.00,0.00,0.00,0,1.23,0.00,1,0,31,41,0,24,7,1,1.23,0.00,0,0,0,9,2,0,0,1,164,0,0,11
Aitor Paredes Casamichana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio León,0.00,0.14,0.14,0.00,0,1.83,0.28,0,0,80,106,3,71,6,14,1.97,0.42,2,1,7,87,18,8,1,8,684,9,4,24
Son,0.00,0.16,0.16,0.00,0,0.32,0.05,0,0,28,36,0,20,8,1,1.01,0.00,2,30,4,15,5,2,1,1,75,30,0,7
Toño,0.10,0.10,0.20,0.10,2,0.71,0.20,1,0,657,885,6,581,70,30,1.53,0.20,19,12,25,202,57,42,7,36,4584,11,7,158
Rober,0.03,0.00,0.03,0.03,1,0.22,0.03,0,0,899,1097,9,639,251,16,0.50,0.00,47,35,56,308,103,59,31,13,4839,28,47,322
Sergio Postigo,0.06,0.06,0.12,0.06,1,0.06,0.06,0,0,392,495,4,253,135,7,0.43,0.06,26,16,27,70,28,26,14,2,1942,12,14,150
Mickael Malsa,0.00,0.00,0.00,0.00,0,0.77,0.15,0,0,76,84,2,64,10,2,0.97,0.00,3,35,3,36,6,4,2,2,278,45,3,19
Roger Martí,0.62,0.00,0.52,0.52,13,3.24,1.29,0,2,268,385,6,218,44,32,1.53,0.10,10,8,23,373,74,16,4,18,2218,38,13,79
Nemanja Radoja,0.05,0.00,0.05,0.05,1,0.14,0.09,0,0,838,949,12,635,191,20,0.90,0.14,36,22,49,323,85,33,5,30,4670,28,43,212
Óscar Duarte,0.00,0.00,0.00,0.00,0,0.27,0.14,0,0,300,342,3,199,98,4,0.55,0.00,12,5,8,52,11,10,9,0,1309,8,20,77
Pablo Martínez,0.00,0.00,0.00,0.00,0,2.73,0.00,1,0,14,18,0,13,1,1,2.73,0.00,2,2,1,25,6,1,1,0,119,1,0,8
Dani Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koke Vegas,0.00,0.00,0.00,0.00,,,,,,11,23,0,4,7,0,0.00,0.00,0,0,0,0,0,0,0,0,74,1,0,3
Dani Gómez,0.33,0.04,0.37,0.33,9,2.68,1.03,0,0,9,13,1,6,2,1,1.53,0.00,0,7,0,12,3,0,0,1,97,54,1,6
Antonio Sivera,0.00,0.00,0.00,0.00,,,,,,47,102,0,10,37,1,0.33,0.00,0,0,0,0,0,0,0,0,325,0,0,23
Adrián Marín,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,83,103,1,71,11,5,1.93,0.39,4,2,4,31,6,7,0,2,421,4,2,16
Hernâni Fortes,0.96,0.00,0.96,0.96,0,5.70,1.90,0,0,91,171,2,68,21,22,3.03,0.00,4,0,3,70,14,12,0,11,1917,6,1,47
Aritz Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coke,0.20,0.00,0.20,0.20,4,0.64,0.35,0,0,700,925,6,574,120,27,1.34,0.25,37,17,51,189,58,30,8,19,3993,26,24,179
Pepe Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burgui,0.10,0.10,0.10,0.00,1,1.30,0.32,0,0,167,212,3,128,36,24,3.89,0.32,7,5,4,101,25,5,1,7,1204,10,3,44
Jorge Miramón,0.04,0.00,0.04,0.04,1,0.51,0.14,0,0,993,1357,8,763,222,48,1.73,0.04,70,44,67,384,124,55,10,38,6604,26,23,328
Martin Agirregabiria,0.00,0.00,0.00,0.00,0,0.09,0.00,0,0,673,968,5,565,103,21,0.93,0.04,46,28,52,222,52,40,8,28,3695,24,19,208
Nikola Vukčević,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,206,251,4,166,36,5,0.67,0.13,25,19,22,187,52,22,4,1,1164,21,8,69
Gonzalo Melero,0.13,0.07,0.13,0.07,2,1.34,0.40,0,1,623,714,7,511,105,40,2.68,0.27,24,22,49,366,86,18,6,15,3519,32,19,132
Rúben Vezo,0.13,0.07,0.20,0.13,2,0.40,0.20,0,0,411,525,2,249,160,6,0.40,0.07,26,15,27,106,37,35,18,4,2356,15,29,121
Carlos Clerc,0.00,0.05,0.05,0.00,0,0.19,0.10,0,0,709,968,7,610,92,22,1.07,0.10,37,19,25,256,75,48,10,25,4371,24,27,173
Aitor Fernández,0.00,0.00,0.00,0.00,,,,,,272,455,1,93,178,2,0.12,0.00,0,0,0,2,0,1,0,0,1071,0,0,91
Sergi García,0.00,0.00,0.00,0.00,,,,,,5,8,0,4,1,0,0.00,0.00,1,1,1,3,1,0,0,0,49,0,0,1
José Luis Morales,0.34,0.14,0.39,0.25,12,1.72,0.76,1,3,548,808,13,460,75,114,3.21,0.54,19,8,56,625,128,34,2,81,8881,31,9,195
Enis Bardhi,0.10,0.13,0.22,0.10,3,2.00,0.57,18,0,894,1211,27,690,177,69,2.19,0.25,65,45,84,732,175,44,3,47,6975,61,4,272
Manu García,0.08,0.04,0.12,0.08,2,1.08,0.19,0,0,718,951,26,550,142,27,1.04,0.04,86,45,89,590,130,38,4,13,2818,62,73,311
Javi López,0.00,0.00,0.00,0.00,,,,,,18,30,0,14,4,0,0.00,0.00,5,3,2,18,9,1,1,0,107,1,1,6
Abdallahi Mahmoud,0.00,0.00,0.00,0.00,,,,,,33,38,3,27,3,0,0.00,0.00,5,5,6,39,12,1,0,3,211,3,4,9
John Guidetti,0.36,0.12,0.48,0.36,3,2.40,0.60,1,0,22,35,0,19,3,2,1.87,0.00,3,2,1,28,6,1,0,2,160,14,1,3
Borja Sainz,0.16,0.00,0.16,0.16,1,1.41,0.79,0,0,94,130,5,80,9,14,2.20,0.00,16,11,21,203,40,12,0,11,1445,22,5,62
Luis Rioja,0.12,0.03,0.15,0.12,4,0.50,0.11,0,0,306,436,7,275,24,26,1.43,0.06,18,14,25,291,60,24,0,24,3326,20,11,108
Rodrigo Ely,0.00,0.00,0.00,0.00,0,0.63,0.21,0,0,100,135,0,49,51,1,0.21,0.00,6,4,8,31,12,16,8,0,358,7,24,44
Lucas Pérez,0.57,0.00,0.57,0.57,3,1.71,0.57,0,0,102,148,3,92,7,11,2.08,0.00,4,3,5,137,30,2,1,5,672,5,1,28
Tomás Pina Isla,0.08,0.00,0.08,0.08,2,0.50,0.08,0,0,886,1059,17,714,155,45,1.73,0.08,57,38,51,434,124,38,6,13,3468,58,53,326
Florian Lejeune,0.00,0.00,0.00,0.00,0,0.81,0.61,0,0,136,187,0,97,39,1,0.20,0.00,8,6,9,58,19,13,2,2,592,6,13,64
Ximo Navarro,0.07,0.07,0.14,0.07,2,0.43,0.11,0,0,779,1001,7,588,184,30,1.07,0.18,53,23,39,252,80,41,12,20,4336,18,39,250
Deyverson,0.25,0.10,0.36,0.25,5,2.38,0.96,1,0,34,68,3,22,9,5,2.21,0.88,0,15,2,44,7,3,1,4,202,29,15,14
Édgar Méndez,0.00,0.00,0.00,0.00,0,2.39,0.64,0,0,134,197,3,110,21,13,1.35,0.00,15,5,10,143,32,18,3,12,1276,16,13,52
Joselu,0.30,0.00,0.30,0.30,2,2.42,0.76,0,0,124,195,3,105,16,5,0.76,0.00,10,7,12,142,27,7,0,7,567,5,23,35
Oriol Rey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Pérez,0.00,0.00,0.00,0.00,,,,,,2,7,0,0,2,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0
Víctor Laguardia,0.03,0.06,0.08,0.03,1,0.44,0.14,1,0,919,1252,4,548,367,12,0.33,0.08,41,25,41,221,74,74,20,2,3729,26,69,339
Rodrigo Battaglia,0.00,0.00,0.00,0.00,0,1.50,0.41,0,0,124,152,0,96,28,3,0.62,0.00,11,16,9,79,28,5,1,2,696,19,11,47
Rubén Duarte,0.00,0.00,0.00,0.00,0,0.71,0.23,0,0,847,1231,12,642,193,42,1.36,0.06,72,40,68,357,117,90,11,9,4086,35,41,321
Sergio López Galache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luismi,0.05,0.11,0.16,0.05,3,0.00,0.31,0,0,34,43,2,14,18,0,0.00,0.00,2,0,0,7,2,1,0,0,126,36,1,8
Pere Pons,0.03,0.06,0.10,0.03,1,0.61,0.23,0,0,964,1228,9,760,195,39,1.26,0.10,83,57,100,726,196,61,9,31,5409,70,42,321
Miguel Ángel Rubio,,,,,,,,,,3,7,0,3,0,0,0.00,0.00,0,0,0,0,0,0,0,0,2,1,2,6
Kuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaizka Campos Bahillo,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Fran Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dani Rebollo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordi Masip,0.00,0.00,0.00,0.00,,,,,,594,1144,0,198,396,6,0.17,0.03,0,0,1,0,0,1,0,0,3074,0,0,168
Víctor Ruiz,0.00,0.00,0.00,0.00,2,0.22,0.07,0,0,1217,1460,9,874,334,18,0.67,0.07,24,14,16,138,46,45,25,7,5758,26,41,329
Geovanni Barba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Lainez,0.00,0.25,0.25,0.00,0,2.55,0.51,0,0,111,133,3,102,6,12,3.06,0.25,4,2,2,54,9,4,0,13,1377,2,0,21
Iñigo Vicente,0.17,0.40,0.57,0.17,3,1.37,0.57,0,0,29,41,0,22,7,5,15.52,0.00,1,21,1,5,3,0,0,4,166,13,0,8
Asier Villalibre,0.51,0.00,0.51,0.51,3,2.88,0.85,0,0,70,110,2,59,9,3,0.51,0.00,4,2,5,86,25,4,0,5,734,16,30,24
Paul Akouokou,0.00,0.00,0.00,0.00,,,,,,13,13,0,7,6,0,0.00,0.00,2,1,1,4,1,2,0,0,55,1,0,2
Andrés Guardado,0.00,0.15,0.15,0.00,0,1.00,0.19,2,0,1439,1659,7,1126,306,64,2.47,0.23,29,15,49,418,105,20,2,24,8135,44,9,239
Iñigo Córdoba,0.00,0.27,0.27,0.00,0,1.50,0.55,0,0,308,457,3,264,41,32,2.18,0.41,36,25,54,392,95,35,0,34,3553,19,12,98
Martín Montoya,0.00,0.04,0.04,0.00,0,0.33,0.04,0,0,895,1145,7,733,155,33,1.37,0.08,56,26,49,400,92,46,8,12,3843,29,15,214
Álex Berenguer,0.30,0.10,0.39,0.30,6,1.97,0.64,0,0,587,791,23,465,99,76,3.75,0.44,22,12,38,441,99,34,1,71,6561,27,19,124
Yeray Álvarez,0.00,0.00,0.00,0.00,0,0.34,0.10,0,0,1027,1247,4,687,336,4,0.14,0.00,54,35,45,201,77,44,14,4,5708,31,73,266
Oihan Sancet,0.12,0.12,0.24,0.12,1,1.09,0.61,0,0,168,208,4,132,32,23,2.79,0.36,8,6,10,207,52,7,0,17,1365,16,8,48
Mikel Vesga,0.04,0.04,0.09,0.04,1,0.48,0.09,0,0,639,816,20,499,120,35,1.52,0.09,54,43,90,701,149,45,3,23,3833,30,36,201
Iker Muniain,0.26,0.11,0.34,0.23,7,0.91,0.42,0,1,1052,1250,20,845,187,70,2.64,0.34,29,23,36,483,129,24,4,57,7247,27,8,196
Jon Morcillo,0.00,0.00,0.00,0.00,0,2.01,0.40,0,0,42,81,0,28,14,7,2.81,0.40,1,1,3,35,16,5,0,3,591,3,4,7
Mikel Balenziaga,0.00,0.00,0.00,0.00,0,0.17,0.00,0,0,174,230,2,141,31,3,0.52,0.00,11,9,10,108,16,10,2,4,653,10,4,42
Óscar de Marcos,0.04,0.07,0.11,0.04,1,0.33,0.07,0,0,1032,1346,11,858,163,48,1.78,0.11,57,37,64,378,96,52,4,11,4678,39,28,211
Unai López,0.00,0.00,0.00,0.00,0,1.10,0.55,0,0,214,250,2,145,67,3,0.82,0.00,5,3,15,62,19,11,3,6,1140,1,2,38
Iñaki Williams,0.36,0.12,0.48,0.36,12,2.14,0.92,0,0,515,730,20,458,37,64,1.90,0.39,22,11,25,549,136,27,2,63,6119,40,65,123
Unai Núñez,0.00,0.00,0.00,0.00,0,1.02,0.25,0,0,468,534,1,298,169,5,0.42,0.00,20,14,13,72,30,27,13,4,2163,16,39,118
Yuri Berchiche,0.06,0.06,0.12,0.06,2,0.78,0.17,0,0,1392,1734,16,1157,219,42,1.21,0.14,56,42,56,477,125,67,10,38,8321,38,66,394
Unai Simón,0.00,0.00,0.00,0.00,,,,,,112,183,0,39,73,0,0.00,0.00,0,0,1,0,0,0,0,0,609,1,0,33
Andoni Zubiaurre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raúl García,0.34,0.11,0.38,0.27,9,2.85,1.22,0,2,545,935,9,445,91,52,1.98,0.30,69,44,71,663,166,51,1,15,3332,98,141,219
Dani García,0.00,0.04,0.04,0.00,0,0.07,0.00,0,0,1165,1391,10,846,309,14,0.51,0.11,59,40,76,439,119,36,8,4,3814,46,36,378
Ander Capa,0.00,0.00,0.00,0.00,0,0.49,0.11,0,0,673,919,14,545,114,30,1.64,0.11,42,21,33,295,65,30,1,22,4860,44,25,185
Joseba Zaldúa,0.04,0.08,0.13,0.04,1,0.53,0.11,0,0,893,1230,5,733,155,43,1.51,0.07,68,35,69,379,114,46,4,16,5574,43,26,274
Jon Pacheco,0.00,0.00,0.00,0.00,,,,,,27,36,0,19,8,0,0.00,0.00,1,1,0,9,5,3,0,1,184,2,2,9
Roberto Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martín Merquelanz,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,11,0,0,1
Jon Guridi,0.09,0.12,0.21,0.09,0,0.00,0.00,0,0,17,20,0,15,2,2,3.60,0.00,1,0,1,18,4,1,0,0,117,0,0,5
Jérémy Blasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aritz Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urko González,0.00,0.00,0.00,0.00,,,,,,1,2,0,1,0,0,0.00,0.00,0,0,0,3,0,0,0,0,15,2,0,1
Modibo Sagnan,0.00,0.00,0.00,0.00,0,0.41,0.08,0,0,1,2,0,1,0,0,0.00,0.00,1,10,1,2,1,0,0,0,29,24,2,2
Julen Lobete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Bautista,0.15,0.00,0.15,0.15,1,2.86,0.75,0,0,83,136,4,73,6,8,1.21,0.15,8,5,9,143,33,5,1,7,504,14,41,21
Miguel Ángel Moyá,0.00,0.00,0.00,0.00,,,,,,204,272,1,65,138,0,0.00,0.00,0,0,1,0,0,0,0,0,886,0,0,43
Willian José,0.42,0.19,0.42,0.23,11,1.83,0.76,1,5,576,773,16,439,121,59,2.24,0.19,5,3,4,337,98,13,6,22,3631,34,32,96
Maranhão,0.35,0.09,0.41,0.32,12,2.32,0.79,0,1,26,36,1,21,4,4,2.40,0.60,1,16,0,16,9,2,0,4,268,71,5,11
Shon Weissman,1.02,0.17,1.12,0.95,30,3.55,1.83,0,2,13,20,0,13,0,2,1.16,0.00,0,20,0,25,8,3,0,1,93,32,1,5
José Campaña,0.11,0.25,0.36,0.11,4,0.62,0.22,2,0,1584,1965,25,1215,344,81,2.27,0.39,65,48,89,764,168,61,8,45,9768,42,21,406
Fernando Pacheco,0.00,0.00,0.00,0.00,,,,,,580,1041,3,133,444,4,0.11,0.00,0,0,2,3,1,0,0,0,2739,0,0,162
Javi Moyano,0.00,0.00,0.00,0.00,0,0.30,0.13,0,0,725,972,5,573,147,21,0.90,0.04,32,24,37,228,67,42,9,8,2701,0,21,189
Jawad El Yamiq,0.00,0.08,0.08,0.00,0,0.58,0.17,0,0,93,110,1,71,21,2,0.91,0.00,3,7,3,28,7,4,2,0,576,13,5,18
Luis Pérez,0.00,0.00,0.00,0.00,0,0.15,0.00,0,0,107,143,1,85,21,1,0.35,0.00,11,53,5,39,15,8,1,0,459,41,4,27
Kike Pérez,0.00,0.00,0.00,0.00,0,2.06,0.41,0,0,85,98,1,64,20,7,2.89,0.00,8,5,7,72,22,2,0,6,632,8,2,20
Joaquín Fernández,0.11,0.00,0.11,0.11,1,0.75,0.21,0,0,244,300,2,178,64,3,0.32,0.00,15,8,11,103,26,8,3,1,1138,8,35,69
Toni Villa,0.10,0.10,0.20,0.10,2,1.89,0.66,1,0,438,601,9,355,74,59,3.01,0.15,45,32,50,396,94,25,1,64,5585,28,2,149
Pablo Hervías,0.00,0.00,0.00,0.00,0,1.69,0.56,1,0,45,60,1,36,8,3,1.69,0.00,2,1,4,31,6,0,0,3,581,1,1,9
Waldo Rubio,0.18,0.00,0.18,0.18,1,2.20,1.28,0,0,93,151,2,76,15,13,2.38,0.18,5,3,7,145,35,6,1,7,1142,7,4,41
Raúl García,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,89,136,2,62,25,5,1.85,0.00,7,5,6,34,10,10,1,4,598,4,4,26
Javi Sánchez,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,8,8,0,4,4,0,0.00,0.00,1,0,0,0,0,0,0,0,11,2,2,1
Míchel,0.04,0.07,0.11,0.04,1,0.74,0.14,3,0,1402,1731,26,982,394,81,2.86,0.14,57,47,85,596,136,49,3,34,6794,43,23,337
Nacho,0.03,0.09,0.11,0.03,1,0.51,0.14,0,0,1291,1824,10,1058,223,65,1.86,0.14,106,63,110,537,138,90,12,23,7124,29,22,290
Óscar Plano,0.10,0.13,0.23,0.10,3,1.54,0.47,1,0,666,887,20,538,108,66,2.21,0.27,59,42,62,567,154,38,5,28,5712,68,33,218
Sergi Guardiola,0.18,0.06,0.24,0.18,3,2.68,0.89,0,0,217,333,6,174,37,34,2.15,0.19,18,10,17,349,63,12,0,19,2308,37,25,60
Roberto,0.00,0.00,0.00,0.00,0,0.11,0.00,0,0,122,238,0,26,96,1,0.11,0.00,1,1,1,1,0,0,0,0,449,0,0,35
Aitor Ruibal,0.38,0.14,0.52,0.38,11,1.18,0.22,0,0,306,414,11,261,34,32,2.36,0.07,30,18,42,284,79,18,2,33,2645,28,8,102
Loren Morón,0.28,0.00,0.28,0.28,6,2.71,1.24,0,0,272,366,13,234,25,34,1.56,0.09,19,16,32,410,97,27,4,24,2648,30,13,85
Fabián Orellana,0.10,0.16,0.23,0.07,3,2.37,0.82,3,1,973,1316,8,812,153,120,3.95,0.33,32,23,50,466,123,34,1,110,8777,24,19,274
Bruno González,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,51,61,1,24,26,1,0.50,0.00,4,2,1,24,6,1,0,0,281,5,2,18
Borja Iglesias,0.50,0.09,0.50,0.41,17,2.55,1.02,0,3,481,692,18,417,46,81,2.37,0.32,27,21,27,632,128,19,4,44,4301,56,48,141
Juanmi,0.30,0.12,0.41,0.30,5,2.60,1.12,0,0,305,375,8,260,37,28,1.65,0.35,17,8,26,382,69,20,0,22,2337,27,17,81
Cristian Tello,0.23,0.34,0.57,0.23,4,2.00,0.92,6,0,785,935,9,647,129,46,2.63,0.57,29,18,44,230,63,30,0,30,5332,7,4,141
Sidnei,0.05,0.00,0.05,0.05,1,0.46,0.10,0,0,1133,1271,6,858,269,10,0.52,0.05,48,26,41,217,73,28,8,15,6125,14,19,179
Claudio Bravo,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,47,53,0,29,18,0,0.00,0.00,0,0,1,0,0,0,0,0,227,0,0,15
Joel Robles,0.00,0.00,0.00,0.00,,,,,,147,186,0,93,54,0,0.00,0.00,0,0,1,0,0,0,0,0,626,0,0,31
Joaquín,0.32,0.00,0.32,0.32,6,1.33,0.64,4,0,798,981,10,682,106,80,4.25,0.27,12,8,11,233,61,19,1,48,5852,8,9,101
Antonio Sanabria,0.35,0.00,0.35,0.35,3,3.41,1.17,2,0,107,146,2,88,17,14,1.64,0.00,6,4,2,225,50,11,1,8,1145,19,29,33
Sergio Canales,0.24,0.07,0.24,0.17,7,2.14,0.78,14,2,1554,1859,22,1253,279,93,3.15,0.34,48,42,56,496,118,34,3,66,11453,28,2,204
Guido Rodríguez,0.13,0.07,0.20,0.13,2,1.41,0.33,0,0,443,515,5,316,122,8,0.77,0.10,30,30,30,182,57,11,4,12,1638,24,19,108
Álex Moreno,0.03,0.03,0.06,0.03,1,0.69,0.17,0,0,1178,1545,10,1022,146,71,2.04,0.20,59,36,67,560,145,66,7,56,10930,41,19,329
Emerson,0.00,0.00,0.00,0.00,0,0.85,0.28,0,0,164,202,5,141,18,8,2.27,0.00,13,10,8,71,21,11,0,1,709,5,5,23
Aïssa Mandi,0.03,0.03,0.06,0.03,1,0.18,0.09,0,0,2417,2610,19,1862,536,32,0.94,0.06,53,42,31,306,91,48,24,9,8466,56,37,289
Gerónimo Rulli,0.00,0.00,0.00,0.00,,,,,,694,916,1,348,345,1,0.04,0.00,0,0,5,3,1,1,0,0,2980,0,0,128
Nabil Fekir,0.41,0.32,0.54,0.23,9,3.85,1.72,17,4,893,1088,26,722,145,122,5.52,0.63,40,26,42,690,155,36,1,52,6976,44,10,114
William Carvalho,0.00,0.19,0.19,0.00,0,0.38,0.08,0,0,1704,1911,24,1333,347,57,2.15,0.34,43,32,34,253,64,11,2,41,7489,24,34,257
José Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandro Baena,0.00,0.00,0.00,0.00,,,,,,4,4,0,4,0,1,6.00,0.00,1,0,1,4,0,0,0,0,10,0,0,0
Fernando Niño,1.08,0.00,1.08,1.08,1,1.08,1.08,0,0,13,21,2,11,0,1,1.08,0.00,3,1,1,14,4,0,0,2,135,7,0,1
Quini,0.04,0.00,0.04,0.04,0,0.00,0.00,0,0,230,298,7,185,38,12,1.50,0.00,25,0,18,112,37,12,1,6,1643,10,8,79
Dani Raba,0.00,0.47,0.47,0.00,2,1.78,0.57,1,0,376,513,6,277,93,42,3.40,0.32,21,14,40,308,70,26,1,19,3448,24,4,95
Aarón Escandell,0.00,0.00,0.00,0.00,,,,,,77,128,0,33,44,2,0.67,0.00,0,0,0,1,0,0,0,0,425,0,0,38
João Paulo Santos Costa,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,0,,
Javier Ontiveros,0.20,0.10,0.30,0.20,4,4.96,1.82,9,0,368,479,5,308,55,32,3.24,0.40,34,22,38,271,68,14,1,29,4189,20,5,87
Igor Zubeldia,0.00,0.04,0.04,0.00,0,0.56,0.14,0,0,1067,1232,15,784,268,12,0.42,0.11,58,48,56,604,154,42,9,37,6447,37,59,321
Antonio Cortés,0.50,0.00,0.50,0.50,4,1.79,0.63,0,0,19,38,2,16,1,5,2.49,0.00,3,13,1,41,12,2,0,4,344,32,4,12
Luis Javier Suárez,0.28,0.04,0.31,0.28,7,3.01,1.29,0,0,2,4,0,2,0,0,0.00,0.00,1,17,0,3,1,0,0,0,22,57,1,1
Yan Brice Eteki,0.00,0.04,0.04,0.00,0,0.42,0.00,0,0,338,427,14,254,70,14,0.84,0.12,33,19,28,406,95,24,4,13,1656,51,25,178
Roberto López,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,3,5,1,2,0,0,0.00,0.00,0,0,1,5,2,1,0,0,17,1,1,2
Iñigo Martínez,0.00,0.00,0.00,0.00,0,0.74,0.16,2,0,1113,1404,3,665,445,12,0.37,0.03,49,30,32,238,88,40,14,4,6517,38,77,344
Martín Zubimendi,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,2,4,0,1,1,1,12.86,0.00,1,0,0,5,1,0,0,0,25,0,0,3
Ander Guevara,0.00,0.00,0.00,0.00,0,3.00,0.00,0,0,43,44,2,31,10,1,1.00,0.00,5,3,7,32,12,2,0,2,202,2,1,13
Ander Barrenetxea,0.23,0.00,0.23,0.23,1,1.13,0.45,0,0,87,115,1,80,6,15,3.38,0.45,8,6,8,115,26,11,0,21,1368,12,1,31
Adnan Januzaj,0.07,0.22,0.29,0.07,1,2.37,0.50,5,0,367,553,3,278,86,59,4.23,0.50,13,11,11,198,51,13,1,65,5916,16,1,72
Diego Llorente,0.04,0.04,0.08,0.04,0,0.36,0.05,1,0,931,1091,0,582,349,8,0.41,0.00,33,24,34,164,62,32,15,5,5906,20,49,189
Aihen Muñoz,0.00,0.00,0.00,0.00,0,0.19,0.00,0,0,387,521,3,311,73,12,1.14,0.00,17,11,15,159,39,30,7,12,2082,6,16,81
Nacho Monreal,0.00,0.00,0.00,0.00,0,0.33,0.00,0,0,182,201,4,167,11,4,1.33,0.00,4,4,3,34,10,3,1,1,622,1,7,17
Andoni Gorosabel,0.00,0.00,0.00,0.00,0,0.40,0.00,0,0,229,283,0,204,25,7,1.38,0.00,17,5,13,93,14,9,1,1,1036,5,3,47
Mikel Oyarzabal,0.37,0.06,0.34,0.29,13,1.66,0.66,0,3,733,1010,16,613,104,95,2.71,0.49,31,22,58,764,181,75,7,65,7752,32,33,192
Robin Le Normand,0.00,0.32,0.32,0.00,0,1.58,0.00,0,0,200,223,1,121,78,3,0.95,0.32,6,4,5,19,3,5,0,2,1207,3,9,36
David Silva,0.22,0.30,0.52,0.22,6,1.87,0.67,4,0,1783,2083,17,1532,234,142,5.32,0.71,27,22,27,456,128,24,3,27,8886,26,17,215
Alexander Isak,0.86,0.40,0.99,0.59,13,2.63,1.31,1,4,222,304,13,189,20,32,1.91,0.24,9,7,10,259,74,10,1,24,2749,22,21,50
